LP,Substancja czynna,Nazwa  postać i dawka leku,Zawartość opakowania,Numer GTIN lub inny kod jednoznacznie identyfikujący produkt,Termin wejścia w życie decyzji,Okres obowiązywania decyzji,Grupa limitowa,Urzędowa cena zbytu,Cena hurtowa brutto,Wysokość limitu finansowania,Oznaczenie załącznika zawierającego zakres wskazań objętych refundacją  wg ICD 10 ,Poziom odpłatności,Wysokość dopłaty świadczeniobiorcy
414,Ozanimodum,"Zeposia, kaps. twarde, 0,23 + 0,46 mg","7 szt. (4 x 0,23 mg + 3 x 0,46mg)",07640133688220,2022-11-01,2 lata,"1256.0, Ozanimod","1397,24","1467,10","1467,10",B.29.,bezpłatny,0
415,Ozanimodum,"Zeposia, kaps. twarde, 0,92 mg",28 szt.,07640133688237,2022-11-01,2 lata,"1256.0, Ozanimod","5588,96","5868,41","5868,41",B.29.,bezpłatny,0
416,Paclitaxelum albuminatum,"Abraxane, proszek do sporządzania zawiesiny do infuzji, 5 mg/ml",1 fiol.po 100 mg,05909990930265,2021-01-01,3 lata,"1032.1, Paclitaxelum albuminatum","930,85","977,39","977,39",B.85.,bezpłatny,0
417,Palbociclibum,"Ibrance, tabl. powl., 100 mg",21 szt.,05415062353684,2021-09-01,2 lata,"1194.0, Palbocyklib","9666,00","10149,30","8119,44",B.9.FM.,bezpłatny,0
418,Palbociclibum,"Ibrance, tabl. powl., 125 mg",21 szt.,05415062353691,2021-09-01,2 lata,"1194.0, Palbocyklib","9666,00","10149,30","10149,30",B.9.FM.,bezpłatny,0
419,Palbociclibum,"Ibrance, tabl. powl., 75 mg",21 szt.,05415062353677,2021-09-01,2 lata,"1194.0, Palbocyklib","9666,00","10149,30","6089,58",B.9.FM.,bezpłatny,0
421,Palivizumabum,"Synagis, roztwór do wstrzykiwań, 100 mg/ml","0,5 ml",05000456067720,2023-03-01,2 lata,"1073.0, Palivizumab","1585,71","1665,00","1665,00",B.40.,bezpłatny,0
420,Palivizumabum,"Synagis, roztwór do wstrzykiwań, 100 mg/ml",1 ml,05000456067713,2023-03-01,2 lata,"1073.0, Palivizumab","3171,42","3329,99","3329,99",B.40.,bezpłatny,0
423,Panitumumabum,"Vectibix, koncentrat do sporządzania roztworu do infuzji, 20 mg/ml",1 fiol.po 20 ml,05909990646555,2022-11-01,2 lata,"1096.0, Leki p-nowotworowe, przeciwciała monoklonalne - panitumumab","5184,00","5443,20","5443,20",B.4.,bezpłatny,0
422,Panitumumabum,"Vectibix, koncentrat do sporządzania roztworu do infuzji, 20 mg/ml",1 fiol.po 5 ml,05909990646531,2022-11-01,2 lata,"1096.0, Leki p-nowotworowe, przeciwciała monoklonalne - panitumumab","1296,00","1360,80","1360,80",B.4.,bezpłatny,0
424,Paricalcitolum,"Paricalcitol Fresenius, roztwór do wstrzykiwań, 2 μg/ml",5 fiol.,05909990942022,2021-01-01,3 lata,"1131.0, Parykalcytol","63,18","66,34","66,34",B.39.,bezpłatny,0
425,Paricalcitolum,"Paricalcitol Fresenius, roztwór do wstrzykiwań, 2 μg/ml",5 fiol.a 1 ml,04046241091243,2021-01-01,3 lata,"1131.0, Parykalcytol","63,18","66,34","66,34",B.39.,bezpłatny,0
427,Paricalcitolum,"Paricalcitol Fresenius, roztwór do wstrzykiwań, 5 μg/ml",5 fiol. a 1 ml,05909990942060,2021-03-01,3 lata,"1131.0, Parykalcytol","157,95","165,85","165,85",B.39.,bezpłatny,0
426,Paricalcitolum,"Paricalcitol Fresenius, roztwór do wstrzykiwań, 5 μg/ml",5 fiol.a 1 ml,04046241079906,2021-01-01,3 lata,"1131.0, Parykalcytol","157,95","165,85","165,85",B.39.,bezpłatny,0
428,Pasireotidum,"Signifor, proszek i rozpuszczalnik do sporządzania zawiesiny do wstrzykiwań, 10 mg",1 fiol. proszku + 1 amp.-strzyk. 2 ml rozp. + 1 igła + 1 łącznik fiolki,03663502002582,2022-03-01,2 lata,"1174.0, Pasyreotyd","9398,03","9867,93","2560,54",B.118.,bezpłatny,0
429,Pasireotidum,"Signifor, proszek i rozpuszczalnik do sporządzania zawiesiny do wstrzykiwań, 20 mg",1 fiol. proszku + 1 amp.-strzyk. 2 ml rozp. + 1 igła + 1 łącznik fiolki,03663502002575,2022-03-01,2 lata,"1174.0, Pasyreotyd","9398,03","9867,93","5121,08",<1>B.99.; <2>B.118.,bezpłatny,0
430,Pasireotidum,"Signifor, proszek i rozpuszczalnik do sporządzania zawiesiny do wstrzykiwań, 30 mg",1 fiol. proszku + 1 amp.-strzyk. 2 ml rozp. + 1 igła + 1 łącznik fiolki,03663502002568,2022-03-01,2 lata,"1174.0, Pasyreotyd","9754,43","10242,15","7681,61",B.118.,bezpłatny,0
431,Pasireotidum,"Signifor, proszek i rozpuszczalnik do sporządzania zawiesiny do wstrzykiwań, 40 mg",1 fiol. proszku + 1 amp.-strzyk. 2 ml rozp. + 1 igła + 1 łącznik fiolki,03663502002605,2022-03-01,2 lata,"1174.0, Pasyreotyd","9754,43","10242,15","10242,15",<1>B.99.; <2>B.118.,bezpłatny,0
432,Pasireotidum,"Signifor, proszek i rozpuszczalnik do sporządzania zawiesiny do wstrzykiwań, 60 mg",1 fiol. proszku + 1 amp.-strzyk. 2 ml rozp. + 1 igła + 1 łącznik fiolki,03663502002599,2022-03-01,2 lata,"1174.0, Pasyreotyd","10795,27","11335,03","11335,03",B.99.,bezpłatny,0
433,Pazopanibum,"Votrient, tabl. powl., 200 mg",30 szt.,05909990764877,2021-05-01,3 lata,"1110.0, Pazopanib","2235,60","2347,38","2347,38",B.8.; B.10.,bezpłatny,0
434,Pazopanibum,"Votrient, tabl. powl., 200 mg",90 szt.,05909990764884,2021-05-01,3 lata,"1110.0, Pazopanib","6706,80","7042,14","7042,14",B.8.; B.10.,bezpłatny,0
435,Pazopanibum,"Votrient, tabl. powl., 400 mg",30 szt.,05909990764891,2021-05-01,3 lata,"1110.0, Pazopanib","4471,20","4694,76","4694,76",B.8.; B.10.,bezpłatny,0
436,Pazopanibum,"Votrient, tabl. powl., 400 mg",60 szt.,05909990764907,2021-05-01,3 lata,"1110.0, Pazopanib","8942,40","9389,52","9389,52",B.8.; B.10.,bezpłatny,0
437,Peginterferonum alfa-2a,"Pegasys, roztwór do wstrzykiwań, 135 μg/0,5 ml","1 amp.-strz.po 0,5 ml (+igła)",05909990984718,2022-03-01,<1>3 lata/<2><3>2 lata,"1074.1, Peginterferonum alfa 2a","534,79","561,53","561,53",<1>B.1.,bezpłatny,0
438,Peginterferonum alfa-2a,"Pegasys, roztwór do wstrzykiwań, 180 µg/0,5 ml","1 amp.-strz.po 0,5 ml (+igła)",05909990984817,2022-03-01,<1>3 lata/<2><3>2 lata,"1074.1, Peginterferonum alfa 2a","707,99","743,39","743,39",<1>B.1.,bezpłatny,0
439,Peginterferonum alfa-2a,"Pegasys, roztwór do wstrzykiwań, 90 µg/0,5 ml","1 amp.-strz.po 0,5 ml (+igła)",05902768001013,2022-03-01,<1>3 lata/<2><3>2 lata,"1074.1, Peginterferonum alfa 2a","348,32","365,74","365,74",<1>B.1.,bezpłatny,0
440,Peginterferonum beta-1a,"Plegridy, roztwór do wstrzykiwań, 125 μg","2 amp.-strz.po 0,5 ml",00646520442274,2022-09-01,1 rok 10 miesięcy,"1074.3, Peginterferonum beta-1a","3075,12","3228,88","3228,88",B.29.,bezpłatny,0
441,Peginterferonum beta-1a,"Plegridy, roztwór do wstrzykiwań, 125 μg","2 wstrz.po 0,5 ml",00646520442113,2022-09-01,1 rok 10 miesięcy,"1074.3, Peginterferonum beta-1a","3075,12","3228,88","3228,88",B.29.,bezpłatny,0
442,Peginterferonum beta-1a,"Plegridy, roztwór do wstrzykiwań, 63 μg; 94 μg","2 amp.-strz.po 0,5 ml",00646520441970,2022-09-01,1 rok 10 miesięcy,"1074.3, Peginterferonum beta-1a","3075,12","3228,88","3228,88",B.29.,bezpłatny,0
443,Peginterferonum beta-1a,"Plegridy, roztwór do wstrzykiwań, 63 μg; 94 μg","2 wstrz.po 0,5 ml",00646520437201,2022-09-01,1 rok 10 miesięcy,"1074.3, Peginterferonum beta-1a","3075,12","3228,88","3228,88",B.29.,bezpłatny,0
444,Pegvisomantum,"Somavert, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań, 10 mg","30 zestawów (fiol., amp-strzyk. i igieł z zabezpieczeniem)",05909990006281,2022-03-01,2 lata,"1203.0, Pegwisomant","7560,00","7938,00","7938,00",B.99.,bezpłatny,0
445,Pegvisomantum,"Somavert, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań, 15 mg","30 zestawów (fiol., amp-strzyk. i igieł z zabezpieczeniem)",05909990006298,2022-03-01,2 lata,"1203.0, Pegwisomant","11340,00","11907,00","11907,00",B.99.,bezpłatny,0
446,Pegvisomantum,"Somavert, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań, 20 mg","30 zestawów (fiol., amp-strzyk. i igieł z zabezpieczeniem)",05415062315958,2022-03-01,2 lata,"1203.0, Pegwisomant","15120,00","15876,00","15876,00",B.99.,bezpłatny,0
447,Pegvisomantum,"Somavert, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań, 25 mg","30 zestawów (fiol., amp-strzyk. i igieł z zabezpieczeniem)",05415062315965,2022-03-01,2 lata,"1203.0, Pegwisomant","18900,00","19845,00","19845,00",B.99.,bezpłatny,0
448,Pembrolizumabum,"Keytruda, koncentrat do sporządzania roztworu do infuzji, 25 mg/ml",1 fiol. 4 ml,05901549325126,<1><4>2023-03-01/<2><5>2023-01-01/<3>2022-09-01,2 lata,"1143.0, Pembrolizumab","14082,64","14786,77","14786,77",<1>B.4.; <2>B.6.; <3>B.52.; <4>B.58.; <5>B.59.,bezpłatny,0
449,Pertuzumabum,"Perjeta, koncentrat do sporządzania roztworu do infuzji, 420 mg",1 fiol.,05902768001006,2021-09-01,2 lata,"1147.0, Pertuzumab","11016,00","11566,80","11566,80",B.9.FM.,bezpłatny,0
451,Pirfenidonum,"Esbriet, tabl. powl., 267 mg",252 szt.,05902768001181,2021-03-01,3 lata,"1156.0, Pirfenidon","6966,00","7314,30","2857,68",B.87.,bezpłatny,0
450,Pirfenidonum,"Esbriet, tabl. powl., 267 mg",63 szt.,05902768001198,2021-03-01,3 lata,"1156.0, Pirfenidon","1741,50","1828,58","714,42",B.87.,bezpłatny,0
452,Pirfenidonum,"Esbriet, tabl. powl., 801 mg",84 szt.,05902768001211,2021-03-01,3 lata,"1156.0, Pirfenidon","6966,00","7314,30","2857,68",B.87.,bezpłatny,0
454,Pirfenidonum,"Pirfenidone Sandoz, tabl. powl., 267 mg",252 szt.,07613421107284,2023-01-01,3 lata,"1156.0, Pirfenidon","2721,60","2857,68","2857,68",B.87.,bezpłatny,0
453,Pirfenidonum,"Pirfenidone Sandoz, tabl. powl., 267 mg",63 szt.,07613421107277,2023-01-01,3 lata,"1156.0, Pirfenidon","680,40","714,42","714,42",B.87.,bezpłatny,0
455,Pirfenidonum,"Pirfenidone Sandoz, tabl. powl., 801 mg",84 szt.,07613421107291,2023-01-01,3 lata,"1156.0, Pirfenidon","2721,60","2857,68","2857,68",B.87.,bezpłatny,0
456,Pixantroni dimaleas,"Pixuvri, proszek do sporządzania koncentratu roztworu do infuzji, 29 mg",1 fiol.,05909991206475,2022-05-01,2 lata,"1165.0, Piksantron","1334,51","1401,24","1401,24",B.12.,bezpłatny,0
457,Polatuzumabum vedotinum,"Polivy, proszek do sporządzania koncentratu roztworu do infuzji, 140 mg",1 fiol. proszku,07613326024143,2022-05-01,2 lata,"1242.0, Polatuzumab wedotyny","45330,84","47597,38","47597,38",B.12.,bezpłatny,0
458,Polatuzumabum vedotinum,"Polivy, proszek do sporządzania koncentratu roztworu do infuzji, 30 mg",1 fiol. proszku,07613326029353,2022-09-01,2 lata,"1242.0, Polatuzumab wedotyny","9713,75","10199,44","10199,44",B.12.,bezpłatny,0
463,Pomalidomidum,"Imnovid, kaps. twarde, 1 mg",14 szt.,05909991398477,2022-03-01,2 lata,"1182.0, Pomalidomid","24716,16","25951,97","25951,97",B.54.,bezpłatny,0
459,Pomalidomidum,"Imnovid, kaps. twarda, 1 mg",21 szt.,05909991185589,2022-11-01,1 rok 8 miesięcy,"1182.0, Pomalidomid","37074,24","38927,95","38927,95",B.54.,bezpłatny,0
464,Pomalidomidum,"Imnovid, kaps. twarde, 2 mg",14 szt.,05909991398484,2022-03-01,2 lata,"1182.0, Pomalidomid","24716,16","25951,97","25951,97",B.54.,bezpłatny,0
460,Pomalidomidum,"Imnovid, kaps. twarda, 2 mg",21 szt.,05909991185596,2022-11-01,1 rok 8 miesięcy,"1182.0, Pomalidomid","37074,24","38927,95","38927,95",B.54.,bezpłatny,0
465,Pomalidomidum,"Imnovid, kaps. twarde, 3 mg",14 szt.,05909991398491,2022-03-01,2 lata,"1182.0, Pomalidomid","24716,16","25951,97","25951,97",B.54.,bezpłatny,0
461,Pomalidomidum,"Imnovid, kaps. twarda, 3 mg",21 szt.,05909991185602,2022-11-01,1 rok 8 miesięcy,"1182.0, Pomalidomid","37074,24","38927,95","38927,95",B.54.,bezpłatny,0
466,Pomalidomidum,"Imnovid, kaps. twarde, 4 mg",14 szt.,05909991398507,2022-03-01,2 lata,"1182.0, Pomalidomid","24716,16","25951,97","25951,97",B.54.,bezpłatny,0
462,Pomalidomidum,"Imnovid, kaps. twarda, 4 mg",21 szt.,05909991185619,2022-11-01,1 rok 8 miesięcy,"1182.0, Pomalidomid","37074,24","38927,95","38927,95",B.54.,bezpłatny,0
467,Ponatinibum,"Iclusig, tabl. powl., 15 mg",60 szt.,07640159433613,2022-09-01,10 miesięcy,"1207.0, Ponatynib","25165,08","26423,33","26423,33",B.14.; B.65.,bezpłatny,0
468,Ponatinibum,"Iclusig, tabl. powl., 45 mg",30 szt.,07640159433637,2022-09-01,10 miesięcy,"1207.0, Ponatynib","25165,08","26423,33","26423,33",B.14.; B.65.,bezpłatny,0
469,Ponesimodum,"Ponvory, tabl. powl., 2 + 3 + 4 + 5 + 6 + 7 + 8 + 9 + 10 mg",14 szt. (2 x 2 mg + 2 x 3 mg + 2 x 4 mg + 1 x 5 mg + 1 x 6 mg + 1 x 7 mg + 1 x 8 mg + 1 x 9 mg + 3 x 10 mg),05413868120363,2022-11-01,2 lata,"1259.0, Ponesimod","578,67","607,60","607,60",B.29.,bezpłatny,0
470,Ponesimodum,"Ponvory, tabl. powl., 20 mg",28 szt.,05413868120370,2022-11-01,2 lata,"1259.0, Ponesimod","3904,31","4099,53","4099,53",B.29.,bezpłatny,0
471,Pretomanidum,"Dovprela, tabl., 200 mg",26 szt.,05901797711139,2022-09-01,2 lata,"1253.0, Pretomanid","15454,80","16227,54","16227,54",B.136.FM.,bezpłatny,0
472,Radium dichloridum Ra223,"Xofigo, roztwór do wstrzykiwań, 1100 kBq/mL",1 fiol. 6 ml,05908229300176,2021-11-01,3 lata,"1170.0, Dichlorek radu Ra-223","18662,40","19595,52","19595,52",B.56.,bezpłatny,0
473,Ramucirumabum,"Cyramza, koncentrat do sporządzania roztworu do infuzji, 10 mg/ml",2 fiol.po 10 ml,05909991205898,2022-11-01,2 lata,"1266.0, Ramucyrumab","3628,80","3810,24","3810,24",B.58.,bezpłatny,0
474,Ranibizumab,"Lucentis, roztwór do wstrzykiwań, 10 mg/ml","1 fiol. a 0,23 ml",05909990000005,2023-01-01,2 lata,"1134.0, Ranibizumab","2815,56","2956,34","2956,34",B.70.,bezpłatny,0
475,Ribociclibum,"Kisqali, tabl. powl., 200 mg",63 szt.,05909991336769,2022-09-01,2 lata,"1195.0, Rybocyklib","10267,32","10780,69","10780,69",B.9.FM.,bezpłatny,0
476,Riociguatum,"Adempas, tabl. powl., 0,5 mg",42 szt.,05908229300305,<1>2022-11-01/<2>2022-09-01,<1>1 rok 4 miesiące/<2>1 rok 6 miesięcy,"1138.0, Riocyguat","5431,32","5702,89","5702,89",<1>B.31.; <2>B.74.,bezpłatny,0
477,Riociguatum,"Adempas, tabl. powl., 1 mg",42 szt.,05908229300336,<1>2022-11-01/<2>2022-09-01,<1>1 rok 4 miesiące/<2>1 rok 6 miesięcy,"1138.0, Riocyguat","5431,32","5702,89","5702,89",<1>B.31.; <2>B.74.,bezpłatny,0
478,Riociguatum,"Adempas, tabl. powl., 1,5 mg",42 szt.,05908229300367,<1>2022-11-01/<2>2022-09-01,<1>1 rok 4 miesiące/<2>1 rok 6 miesięcy,"1138.0, Riocyguat","5431,32","5702,89","5702,89",<1>B.31.; <2>B.74.,bezpłatny,0
479,Riociguatum,"Adempas, tabl. powl., 2 mg",42 szt.,05908229300398,<1>2022-11-01/<2>2022-09-01,<1>1 rok 4 miesiące/<2>1 rok 6 miesięcy,"1138.0, Riocyguat","5431,32","5702,89","5702,89",<1>B.31.; <2>B.74.,bezpłatny,0
480,Riociguatum,"Adempas, tabl. powl., 2,5 mg",42 szt.,05908229300428,<1>2022-11-01/<2>2022-09-01,<1>1 rok 4 miesiące/<2>1 rok 6 miesięcy,"1138.0, Riocyguat","5431,32","5702,89","5702,89",<1>B.31.; <2>B.74.,bezpłatny,0
481,Risankizumabum,"Skyrizi, roztwór do wstrzykiwań, 150 mg/ml",1 wstrzyk.po 1 ml,08054083023021,2023-03-01,2 lata,"1211.0, Ryzankizumab","12421,08","13042,13","13042,13",B.47.,bezpłatny,0
482,Risankizumabum,"Skyrizi, roztwór do wstrzykiwań, 75 mg/0,83 ml",2 ampułko-strzykawki + 2 gaziki nasączone alkoholem,08054083019277,2023-03-01,2 lata,"1211.0, Ryzankizumab","12421,08","13042,13","13042,13",B.47.,bezpłatny,0
483,Risdiplamum,"Evrysdi, proszek do sporządzania roztworu doustnego, 0,75 mg/ml",1 but. po 80 ml,07613326029896,2022-09-01,2 lata,"1254.0, Rysdyplam","38475,23","40398,99","40398,99",B.102.FM.,bezpłatny,0
484,Rituximabum,"MabThera, koncentrat do sporządzania roztworu do infuzji, 100 mg",2 fiol.po 10 ml,05909990418817,<1><3>2022-07-01/<2>2022-09-01,2 lata,"1035.0, Rituximabum","2199,64","2309,62","1087,51",<1>B.33.; <2>B.75.,bezpłatny,0
485,Rituximabum,"MabThera, koncentrat do sporządzania roztworu do infuzji, 500 mg",1 fiol.po 50 ml,05909990418824,<1><3>2022-07-01/<2>2022-09-01,2 lata,"1035.0, Rituximabum","5500,55","5775,58","2718,77",<1>B.33.; <2>B.75.,bezpłatny,0
486,Rituximabum,"Riximyo, koncentrat do sporządzania roztworu do infuzji, 100 mg",2 fiol.po 10 ml,07613421032975,<1>2021-11-01/<2><3>2022-11-01,2 lata,"1035.0, Rituximabum","1035,72","1087,51","1087,51",<1>B.33.; <2>B.75.,bezpłatny,0
487,Rituximabum,"Riximyo, koncentrat do sporządzania roztworu do infuzji, 500 mg",1 fiol.po 50 ml,07613421032982,<1>2021-11-01/<2><3>2022-11-01,2 lata,"1035.0, Rituximabum","2589,30","2718,77","2718,77",<1>B.33.; <2>B.75.,bezpłatny,0
488,Rituximabum,"Ruxience, koncentrat do sporządzania roztworu do infuzji, 100 mg",1 fiol.po 10 ml,05415062360507,2022-11-01,2 lata,"1035.0, Rituximabum","476,28","500,09","500,09",<1>B.33.; <2>B.75.,bezpłatny,0
489,Rituximabum,"Ruxience, koncentrat do sporządzania roztworu do infuzji, 500 mg",1 fiol.po 50 ml,05415062360521,2022-11-01,2 lata,"1035.0, Rituximabum","2381,40","2500,47","2500,47",<1>B.33.; <2>B.75.,bezpłatny,0
490,Romiplostimum,"Nplate, proszek do sporządzania roztworu do wstrzykiwań, 125 mcg",1 fiol. proszku,08715131018139,2022-09-01,2 lata,"1206.0, Romiplostym","1217,14","1278,00","1278,00",B.97.; B.98.,bezpłatny,0
491,Romiplostimum,"Nplate, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań, 250 mcg",1 fiol. proszku + zestaw do rozpuszczenia leku,05909990766994,2022-09-01,2 lata,"1206.0, Romiplostym","2434,28","2555,99","2555,99",B.97.; B.98.,bezpłatny,0
492,Ruxolitinibum,"Jakavi, tabl., 15 mg",56 szt.,05909991053789,2022-07-01,2 lata,"1152.0, Ruksolitynib","13020,75","13671,79","13671,79",B.81.,bezpłatny,0
493,Ruxolitinibum,"Jakavi, tabl., 20 mg",56 szt.,05909991053833,2022-07-01,2 lata,"1152.0, Ruksolitynib","13020,75","13671,79","13671,79",B.81.,bezpłatny,0
494,Ruxolitinibum,"Jakavi, tabl., 5 mg",56 szt.,05909991053758,2022-07-01,2 lata,"1152.0, Ruksolitynib","6510,38","6835,90","6835,90",B.81.,bezpłatny,0
495,Sacituzumabum govitecanum,"Trodelvy, proszek do sporządzania koncentratu roztworu do infuzji, 200 mg",1 fiol. proszku,05391507146816,2022-11-01,2 lata,"1265.0, Sacytuzumab gowitekan","4644,00","4876,20","4876,20",B.9.FM.,bezpłatny,0
496,Satralizumabum,"Enspryng, roztwór do wstrzykiwań, 120 mg",1 amp.-strzyk.,07613326032322,2022-11-01,2 lata,"1260.0, Satralizumab","32940,00","34587,00","34587,00",B.138.FM.,bezpłatny,0
497,Sekukinumab,"Cosentyx, roztwór do wstrzykiwań, 150 mg/ml",2 amp.-strz./2 wstrz.,05909991203832,<1><2>2022-11-01/<4>2022-07-01/<3>2023-03-01,2 lata,"1180.0, Sekukinumab","4421,37","4642,44","4642,44",<1>B.35.; <2>B.36.; <3>B.47.; <4>B.82.,bezpłatny,0
498,Sekukinumab,"Cosentyx, roztwór do wstrzykiwań we wstrzykiwaczu, 300 mg",1 wstrzykiwacz,07613421040130,<1><2>2022-11-01/<3>2023-03-01,2 lata,"1180.0, Sekukinumab","4421,37","4642,44","4642,44",<1>B.35.; <2>B.36.; <3>B.47.,bezpłatny,0
499,Selexipagum,"Uptravi, tabl. powl., 1000 μg",60 szt.,07640111932796,2023-01-01,2 lata,"1217.0, Seleksypag","66960,00","70308,00","70308,00",B.31.,bezpłatny,0
500,Selexipagum,"Uptravi, tabl. powl., 1200 μg",60 szt.,07640111932802,2023-01-01,2 lata,"1217.0, Seleksypag","80352,00","84369,60","84369,60",B.31.,bezpłatny,0
501,Selexipagum,"Uptravi, tabl. powl., 1400 μg",60 szt.,07640111932819,2023-01-01,2 lata,"1217.0, Seleksypag","93744,00","98431,20","98431,20",B.31.,bezpłatny,0
502,Selexipagum,"Uptravi, tabl. powl., 1600 μg",60 szt.,07640111932826,2023-01-01,2 lata,"1217.0, Seleksypag","107136,00","112492,80","112492,80",B.31.,bezpłatny,0
503,Selexipagum,"Uptravi, tabl. powl., 200 μg",140 szt.,07640111932833,2023-01-01,2 lata,"1217.0, Seleksypag","31248,00","32810,40","32810,40",B.31.,bezpłatny,0
504,Selexipagum,"Uptravi, tabl. powl., 200 μg",60 szt.,07640111932758,2023-01-01,2 lata,"1217.0, Seleksypag","13392,00","14061,60","14061,60",B.31.,bezpłatny,0
505,Selexipagum,"Uptravi, tabl. powl., 400 μg",60 szt.,07640111932765,2023-01-01,2 lata,"1217.0, Seleksypag","26784,00","28123,20","28123,20",B.31.,bezpłatny,0
506,Selexipagum,"Uptravi, tabl. powl., 600 μg",60 szt.,07640111932772,2023-01-01,2 lata,"1217.0, Seleksypag","40176,00","42184,80","42184,80",B.31.,bezpłatny,0
507,Selexipagum,"Uptravi, tabl. powl., 800 μg",60 szt.,07640111932789,2023-01-01,2 lata,"1217.0, Seleksypag","53568,00","56246,40","56246,40",B.31.,bezpłatny,0
508,Sildenafili citras,"Sildenafil Aurovitas, tabl. powl., 20 mg",90 szt.,05909991338015,2023-01-01,3 lata,"1076.0, Sildenafilum","54,00","56,70","56,70",B.31.,bezpłatny,0
509,Sildenafilum,"Granpidam, tabletki powlekane, 20 mg",90 szt.,05055565731932,2022-09-01,3 lata,"1076.0, Sildenafilum","216,00","226,80","102,06",B.31.,bezpłatny,0
510,Sildenafilum,"Remidia, tabl. powl., 20 mg",90 szt.,05903060610545,2022-07-01,3 lata,"1076.0, Sildenafilum","97,20","102,06","102,06",B.31.,bezpłatny,0
511,Sildenafilum,"Revatio, proszek do sporządzania zawiesiny doustnej, 10 mg/ml",1 but. po 112 ml,05909990967780,2022-07-01,3 lata,"1076.0, Sildenafilum","893,52","938,20","63,50",B.31.,bezpłatny,0
512,Sildenafilum,"Sildenafil Zentiva, tabletki powlekane, 20 mg",90 szt.,05909991355715,2021-05-01,3 lata,"1076.0, Sildenafilum","216,00","226,80","102,06",B.31.,bezpłatny,0
513,Sildenafilum,"Silungo, tabl. powl., 20 mg",90 szt.,05909991408299,2022-05-01,3 lata,"1076.0, Sildenafilum","432,00","453,60","102,06",B.31.,bezpłatny,0
514,Siltuximabum,"Sylvant, proszek do sporządzania koncentratu roztworu do infuzji, 100 mg",1 fiol. po 8 ml,05060146292276,2022-07-01,1 rok 10 miesięcy,"1243.0, Siltuksymab","2480,66","2604,69","2604,69",B.131.,bezpłatny,0
515,Siltuximabum,"Sylvant, proszek do sporządzania koncentratu roztworu do infuzji, 400 mg",1 fiol. po 30 ml,05060146292481,2022-07-01,1 rok 10 miesięcy,"1243.0, Siltuksymab","9922,65","10418,78","10418,78",B.131.,bezpłatny,0
516,Simoktokog alfa,"Nuwiq, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań, 1000 j.m.","1 fiol. + 1 amp.-strz.po 2,5 ml",05909991211936,2022-03-01,2 lata,"1090.1, Factor VIII coagulationis humanus recombinate","2570,40","2698,92","2698,92",B.15.,bezpłatny,0
517,Simoktokog alfa,"Nuwiq, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań, 2000 j.m.","1 fiol. + 1 amp.-strz.po 2,5 ml",05909991211943,2022-03-01,2 lata,"1090.1, Factor VIII coagulationis humanus recombinate","5140,80","5397,84","5397,84",B.15.,bezpłatny,0
518,Simoktokog alfa,"Nuwiq, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań, 250 j.m.","1 fiol. + 1 amp.-strz.po 2,5 ml",05909991211912,2022-03-01,2 lata,"1090.1, Factor VIII coagulationis humanus recombinate","642,60","674,73","674,73",B.15.,bezpłatny,0
519,Simoktokog alfa,"Nuwiq, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań, 500 j.m.","1 fiol. + 1 amp.-strz.po 2,5 ml",05909991211929,2022-03-01,2 lata,"1090.1, Factor VIII coagulationis humanus recombinate","1285,20","1349,46","1349,46",B.15.,bezpłatny,0
521,Siponimodum,"Mayzent, tabl. powl., 0,25 mg",12 szt.,07613421024598,2022-11-01,2 lata,"1258.0, Siponimod","712,80","748,44","748,44",B.29.,bezpłatny,0
520,Siponimodum,"Mayzent, tabl. powl., 0,25 mg",120 szt.,07613421034931,2022-11-01,2 lata,"1258.0, Siponimod","7128,00","7484,40","7484,40",B.29.,bezpłatny,0
522,Siponimodum,"Mayzent, tabl. powl., 2 mg",28 szt.,07613421024581,2022-11-01,2 lata,"1258.0, Siponimod","6652,80","6985,44","6985,44",B.29.,bezpłatny,0
523,Sofosbuvirum + Velpatasvirum,"Epclusa, tabl. powl., 400 + 100 mg",28 szt.,05391507142108,2022-09-01,3 lata,"1135.6, Leki przeciwwirusowe: sofosbuwir, velpataswir","38016,00","39916,80","39916,80",B.71.,bezpłatny,0
524,Sofosbuvirum + Velpatasvirum + Voxilaprevirum,"Vosevi, tabl. powl., 400 + 100 + 100 mg",28 szt.,05391507143303,2021-05-01,2 lata,"1135.7, Leki przeciwwirusowe - sofosbuwir, welpataswir, woksylaprewir","52920,00","55566,00","55566,00",B.71.,bezpłatny,0
