 A 1. Leki refundowane dostępne w aptece na receptę w całym zakresie zarejestrowanych wskazań i przeznaczeń lub we wskazaniu określonym stanem klinicznym,,,,,,,,,,,,,,,
LP,Substancja czynna,Nazwa  postać i dawka,Zawartość opakowania,Numer GTIN lub inny kod jednoznacznie identyfikujący produkt,Termin wejścia w życie decyzji,Okres obowiązywania decyzji,Grupa limitowa,Urzędowa cena zbytu,Cena hurtowa brutto,Cena detaliczna,Wysokość limitu finansowania,Zakres wskazań objętych refundacją,Zakres wskazań pozarejestracyjnych objętych refundacją,Poziom odpłatności,Wysokość dopłaty świadczeniobiorcy
67,Acidum zoledronicum,"Desinobon, koncentrat do sporządzania roztworu do infuzji, 4 mg/5 ml",1 fiol.po 5 ml,05909991009250,2018-07-01,3 lata,"146.3, Leki stosowane w chorobach kości - bisfosfoniany do podawania pozajelitowego - kwas zoledronowy","97,20","102,06","115,38","101,93",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,ryczałt,"16,65"
68,Acidum zoledronicum,"Fayton, roztwór do infuzji, 4 mg/100 ml",1 fiol.po 100 ml,05909991078577,2018-07-01,3 lata,"146.3, Leki stosowane w chorobach kości - bisfosfoniany do podawania pozajelitowego - kwas zoledronowy","91,80","96,39","109,71","101,93",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,ryczałt,"10,98"
69,Acidum zoledronicum,"Fayton, koncentrat do sporządzania roztworu do infuzji, 4 mg/5 ml",1 fiol.po 5 ml,05909991016197,2018-07-01,3 lata,"146.3, Leki stosowane w chorobach kości - bisfosfoniany do podawania pozajelitowego - kwas zoledronowy","91,80","96,39","109,71","101,93",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,ryczałt,"10,98"
70,Acidum zoledronicum,"Osporil, roztwór do infuzji, 4 mg/100 ml",1 fiol.po 100 ml,05909991228392,2018-05-01,3 lata,"146.3, Leki stosowane w chorobach kości - bisfosfoniany do podawania pozajelitowego - kwas zoledronowy","98,28","103,19","116,51","101,93",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,ryczałt,"17,78"
71,Acidum zoledronicum,"Zerlinda, roztwór do infuzji, 4 mg/100 ml",1 worek po 100 ml,05909991103163,2020-09-01,3 lata,"146.3, Leki stosowane w chorobach kości - bisfosfoniany do podawania pozajelitowego - kwas zoledronowy","94,82","99,56","112,89","101,93",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,ryczałt,"14,16"
72,Acidum zoledronicum,"Zoledronic acid Accord, koncentrat do sporządzania roztworu do infuzji, 4 mg/5 ml",1 fiol. (5 ml),05055565711958,2019-01-01,3 lata,"146.3, Leki stosowane w chorobach kości - bisfosfoniany do podawania pozajelitowego - kwas zoledronowy","83,16","87,32","100,64","100,64",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,ryczałt,"3,20"
73,Acidum zoledronicum,"Zoledronic acid Actavis, koncentrat do sporządzania roztworu do infuzji, 4 mg/5 ml",1 fiol.po 5 ml,05909990975730,2018-05-01,3 lata,"146.3, Leki stosowane w chorobach kości - bisfosfoniany do podawania pozajelitowego - kwas zoledronowy","91,80","96,39","109,71","101,93",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,ryczałt,"10,98"
74,Acidum zoledronicum,"Zoledronic acid Actavis, koncentrat do sporządzania roztworu do infuzji, 4 mg/5 ml",4 fiol. (5 ml),05909990975747,2018-07-01,3 lata,"146.3, Leki stosowane w chorobach kości - bisfosfoniany do podawania pozajelitowego - kwas zoledronowy","367,20","385,56","407,70","407,70",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,ryczałt,"3,20"
75,Acidum zoledronicum,"Zomikos, koncentrat do sporządzania roztworu do infuzji, 4 mg/5 ml",1 fiol.po 5 ml,05909990948994,2018-07-01,3 lata,"146.3, Leki stosowane w chorobach kości - bisfosfoniany do podawania pozajelitowego - kwas zoledronowy","95,04","99,79","113,11","101,93",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,ryczałt,"14,38"
76,Acitretinum,"Acitren, kaps. twarde, 10 mg",100 szt.,05909990907755,2019-09-01,3 lata,"53.0, Leki przeciwłuszczycowe do stosowania ogólnego - retynoidy - acytretyna","138,24","145,15","160,91","160,91",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,ryczałt,"3,20"
77,Acitretinum,"Acitren, kaps. twarde, 10 mg",30 szt.,05909990907731,2019-09-01,3 lata,"53.0, Leki przeciwłuszczycowe do stosowania ogólnego - retynoidy - acytretyna","43,20","45,36","54,21","49,12",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,ryczałt,"8,29"
78,Acitretinum,"Acitren, kaps. twarde, 25 mg",100 szt.,05909990907786,2019-09-01,3 lata,"53.0, Leki przeciwłuszczycowe do stosowania ogólnego - retynoidy - acytretyna","345,60","362,88","384,45","384,45",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,ryczałt,"7,62"
79,Acitretinum,"Acitren, kaps. twarde, 25 mg",30 szt.,05909990907762,2019-09-01,3 lata,"53.0, Leki przeciwłuszczycowe do stosowania ogólnego - retynoidy - acytretyna","103,68","108,86","122,80","122,80",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,ryczałt,"3,20"
80,Acitretinum,"Neotigason, kaps., 10 mg",100 szt.,05909990697021,2019-01-01,3 lata,"53.0, Leki przeciwłuszczycowe do stosowania ogólnego - retynoidy - acytretyna","139,32","146,29","162,05","162,05",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,ryczałt,"3,20"
81,Acitretinum,"Neotigason, kaps., 10 mg",30 szt.,05909990854462,2018-01-01,5 lat,"53.0, Leki przeciwłuszczycowe do stosowania ogólnego - retynoidy - acytretyna","43,20","45,36","54,21","49,12",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,ryczałt,"8,29"
82,Acitretinum,"Neotigason, kaps., 25 mg",100 szt.,05909990696925,2019-01-01,3 lata,"53.0, Leki przeciwłuszczycowe do stosowania ogólnego - retynoidy - acytretyna","348,30","365,72","387,29","387,29",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,ryczałt,"7,62"
83,Adrenalinum,"Adrenalina WZF, roztwór do wstrzykiwań, 300 μg/0,3 ml",1 amp.-strz.po 1 ml,05909991069711,2019-07-01,3 lata,"32.1, Leki stosowane doraźnie w nagłych przypadkach anafilaksji - leki adrenergiczne i dopaminergiczne - epinefryna - do podawania pozajelitowego","44,28","46,49","55,64","55,64","Leczenie doraźne w nagłych przypadkach ostrych reakcji alergicznych (anafilaksji), wywołanych przez pokarmy, leki, ukąszenia i użądlenia owadów oraz inne alergeny, jak również w przypadku anafilaksji samoistnej",,50%,"27,82"
84,Adrenalinum,"Adrenalina WZF 0,1%, roztwór do wstrzykiwań, 1 mg/ml",10 amp.po 1 ml,05909990182510,2019-01-01,3 lata,"32.0, Leki pobudzające czynność serca - leki adrenergiczne i dopaminergiczne - epinefryna - do podawania pozajelitowego","14,15","14,86","19,33","19,33",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,ryczałt,"3,20"
85,Agomelatinum,"Agolek, tabl. powl., 25 mg",28 szt.,05909991388768,2019-07-01,2 lata,"225.1, Leki przeciwdepresyjne - agomelatyna","51,84","54,43","64,12","61,25","Leczenie dużych epizodów depresyjnych u dorosłych z widocznymi w obrazie klinicznym objawami zaburzeń snu lub lęku, lub anhedonii",,30%,"21,25"
86,Agomelatinum,"Agomelatine +pharma, tabl. powl., 25 mg",30 szt.,05901720140494,2019-07-01,2 lata,"225.1, Leki przeciwdepresyjne - agomelatyna","52,92","55,57","65,63","65,63","Leczenie dużych epizodów depresyjnych u dorosłych z widocznymi w obrazie klinicznym objawami zaburzeń snu lub lęku, lub anhedonii",,30%,"19,69"
87,Agomelatinum,"Agomelatine +pharma, tabl. powl., 25 mg",90 szt.,05901720140418,2020-09-01,3 lata,"225.1, Leki przeciwdepresyjne - agomelatyna","157,68","165,56","182,23","182,23","Leczenie dużych epizodów depresyjnych u dorosłych z widocznymi w obrazie klinicznym objawami zaburzeń snu lub lęku, lub anhedonii",,30%,"54,67"
88,Agomelatinum,"Agomelatine Adamed, tabl. powl., 25 mg",28 szt.,05909991387266,2019-07-01,2 lata,"225.1, Leki przeciwdepresyjne - agomelatyna","52,92","55,57","65,26","61,25","Leczenie dużych epizodów depresyjnych u dorosłych z widocznymi w obrazie klinicznym objawami zaburzeń snu lub lęku, lub anhedonii",,30%,"22,39"
89,Agomelatinum,"Agomelatine G.L. Pharma, tabl. powl., 25 mg",28 szt.,09008732009293,2020-03-01,2 lata,"225.1, Leki przeciwdepresyjne - agomelatyna","48,60","51,03","60,72","60,72","Leczenie dużych epizodów depresyjnych u dorosłych z widocznymi w obrazie klinicznym objawami zaburzeń snu lub lęku, lub anhedonii",,30%,"18,22"
90,Agomelatinum,"Agomelatine NeuroPharma, tabl. powl., 25 mg",28 szt.,05909991395018,2019-07-01,2 lata,"225.1, Leki przeciwdepresyjne - agomelatyna","51,84","54,43","64,12","61,25","Leczenie dużych epizodów depresyjnych u dorosłych z widocznymi w obrazie klinicznym objawami zaburzeń snu lub lęku, lub anhedonii",,30%,"21,25"
91,Agomelatinum,"Agomelatyna Egis, tabl. powl., 25 mg",28 szt.,05995327174952,2019-09-01,2 lata,"225.1, Leki przeciwdepresyjne - agomelatyna","51,30","53,87","63,56","61,25","Leczenie dużych epizodów depresyjnych u dorosłych z widocznymi w obrazie klinicznym objawami zaburzeń snu lub lęku, lub anhedonii",,30%,"20,69"
92,Agomelatinum,"Lamegom, tabl. powl., 25 mg",28 tabl.,03838989699352,2019-05-01,2 lata,"225.1, Leki przeciwdepresyjne - agomelatyna","52,92","55,57","65,26","61,25","Leczenie dużych epizodów depresyjnych u dorosłych z widocznymi w obrazie klinicznym objawami zaburzeń snu lub lęku, lub anhedonii",,30%,"22,39"
93,Agomelatinum,"Sedival, tabl. powl., 25 mg",28 szt.,05909991419172,2020-09-01,3 lata,"225.1, Leki przeciwdepresyjne - agomelatyna","49,68","52,16","61,85","61,25","Leczenie dużych epizodów depresyjnych u dorosłych z widocznymi w obrazie klinicznym objawami zaburzeń snu lub lęku, lub anhedonii",,30%,"18,98"
94,Agomelatinum,"Symago, tabl. powl., 25 mg",28 szt.,05909991391423,2019-07-01,2 lata,"225.1, Leki przeciwdepresyjne - agomelatyna","50,76","53,30","62,99","61,25","Leczenie dużych epizodów depresyjnych u dorosłych z widocznymi w obrazie klinicznym objawami zaburzeń snu lub lęku, lub anhedonii",,30%,"20,12"
95,Alergeny kurzu domowego,"Novo-Helisen Depot, zawiesina do wstrzykiwań, stężenie: 1 - 50 TU/ml lub 50 PNU/ml; 2 - 500 TU/ml lub 500 PNU/ml; 3 - 5000 TU/ml lub 5000 PNU/ml","3 fiol.po 4,5 ml (stężenia 1-3)",05909990001118,2019-01-01,3 lata,"214.1, Alergeny kurzu domowego","357,39","375,26","403,81","403,81",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,ryczałt,"19,41"
96,Alergeny pyłków roślin,"Allergovit, zawiesina do wstrzykiwań, stężenie B - 10000 TU/ml",1 fiol.po 3 ml (stężenie B) + 10 strz. + 10 igieł,05909990001323,2019-01-01,3 lata,"214.4, Alergeny pyłków roślin - produkty do leczenia podtrzymującego","285,00","299,25","317,38","243,34",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,ryczałt,"77,24"
97,Alergeny pyłków roślin,"Allergovit, zawiesina do wstrzykiwań, stężenie: A - 1000 TU/ml; B- 10000 TU/ml",2 fiol.po 3 ml (stężenie A i B) + 10 strz. + 10 igieł,05909990001316,2019-01-01,3 lata,"214.4, Alergeny pyłków roślin - produkty do leczenia podtrzymującego","289,58","304,06","322,19","243,34",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,ryczałt,"82,05"
98,Alergeny pyłków roślin,"Purethal, zawiesina do wstrzykiwań, 20000 AUM/ml",1 fiol.po 3 ml + 8 strz. z igłą,05909990975310,2019-01-01,3 lata,"214.4, Alergeny pyłków roślin - produkty do leczenia podtrzymującego","214,49","225,21","243,34","243,34",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,ryczałt,"3,20"
99,Alergeny pyłków roślin,"Purethal, zawiesina do wstrzykiwań, 20000 AUM/ml",1 fiol.po 3 ml + 8 strz. z igłą,05909990975419,2019-01-01,3 lata,"214.4, Alergeny pyłków roślin - produkty do leczenia podtrzymującego","214,49","225,21","243,34","243,34",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,ryczałt,"3,20"
100,Alfacalcidolum,"Alfadiol, kaps. miękkie, 0.25 µg",100 szt. (2 blist.po 50 szt.),05909990296828,2019-01-01,3 lata,"18.1, Witamina D i jej analogi - alfakalcydol","8,53","8,96","10,44","4,80",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,ryczałt,"8,84"
101,Alfacalcidolum,"Alfadiol, kaps. miękkie, 1 µg",100 szt. (2 blist.po 50 szt.),05909990296927,2019-01-01,3 lata,"18.1, Witamina D i jej analogi - alfakalcydol","14,04","14,74","19,19","19,19",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,ryczałt,"10,67"
102,Alfuzosini hydrochloridum,"Dalfaz Uno, tabl. o przedł. uwalnianiu, 10 mg",30 szt.,05909991288457,2020-01-01,3 lata,"76.0, Leki stosowane w leczeniu łagodnego przerostu gruczołu krokowego - blokujące receptory alfa-adrenergiczne","12,85","13,49","19,77","19,77",Przerost gruczołu krokowego,,ryczałt,"4,27"
103,Alfuzosini hydrochloridum,"Dalfaz Uno, tabl. o przedł. uwalnianiu, 10 mg",30 szt.,05909991392055,2019-11-01,3 lata,"76.0, Leki stosowane w leczeniu łagodnego przerostu gruczołu krokowego - blokujące receptory alfa-adrenergiczne","12,91","13,56","19,84","19,84",Przerost gruczołu krokowego,,ryczałt,"4,27"
104,Alfuzosinum,"Alfabax, tabl. o przedłużonym uwalnianiu, 10 mg",30 szt. (3 blist.po 10 szt.),05909990746576,2019-05-01,3 lata,"76.0, Leki stosowane w leczeniu łagodnego przerostu gruczołu krokowego - blokujące receptory alfa-adrenergiczne","18,14","19,05","25,33","25,33",Przerost gruczołu krokowego,,ryczałt,"4,27"
105,Alfuzosinum,"Alfurion, tabl. o przedł. uwalnianiu, 10 mg",30 szt.,05909991291945,2017-03-01,5 lat,"76.0, Leki stosowane w leczeniu łagodnego przerostu gruczołu krokowego - blokujące receptory alfa-adrenergiczne","13,50","14,18","20,46","20,46",Przerost gruczołu krokowego,,ryczałt,"4,27"
106,Alfuzosinum,"Alfuzostad 10 mg, tabl. o przedłużonym uwalnianiu, 10 mg",30 szt. (3 blist.po 10 szt.),05909990619580,2019-01-01,3 lata,"76.0, Leki stosowane w leczeniu łagodnego przerostu gruczołu krokowego - blokujące receptory alfa-adrenergiczne","19,71","20,70","26,98","26,98",Przerost gruczołu krokowego,,ryczałt,"4,27"
107,Alfuzosinum,"Alugen 10 mg, tabl. o przedłużonym uwalnianiu, 10 mg",30 szt.,05909990037933,2019-01-01,3 lata,"76.0, Leki stosowane w leczeniu łagodnego przerostu gruczołu krokowego - blokujące receptory alfa-adrenergiczne","19,39","20,36","26,64","26,64",Przerost gruczołu krokowego,,ryczałt,"4,27"
108,Alfuzosinum,"Dalfaz SR 5, tabl. powl. o przedłużonym uwalnianiu, 5 mg",20 szt.,05909990812714,2019-01-01,3 lata,"76.0, Leki stosowane w leczeniu łagodnego przerostu gruczołu krokowego - blokujące receptory alfa-adrenergiczne","9,17","9,63","12,65","9,91",Przerost gruczołu krokowego,,ryczałt,"5,94"
109,Alfuzosinum,"Dalfaz Uno, tabl. o przedłużonym uwalnianiu, 10 mg",30 szt.,05909990837816,2019-01-01,3 lata,"76.0, Leki stosowane w leczeniu łagodnego przerostu gruczołu krokowego - blokujące receptory alfa-adrenergiczne","28,94","30,39","36,67","29,72",Przerost gruczołu krokowego,,ryczałt,"11,22"
110,Allopurinolum,"Allupol, tabl., 100 mg",50 szt. (2 blist.po 25 szt.),05909990109418,2019-01-01,3 lata,"145.0, Leki stosowane w leczeniu dny","5,72","6,01","8,35","8,35",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,ryczałt,"3,20"
111,Allopurinolum,"Allupol, tabletki, 300 mg",30 tabl.,05909991316228,2017-07-01,5 lat,"145.0, Leki stosowane w leczeniu dny","10,58","11,11","14,83","14,83",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,ryczałt,"3,20"
112,Allopurinolum,"Argadopin, tabl., 100 mg",100 szt.,05907626706529,2021-03-01,3 lata,"145.0, Leki stosowane w leczeniu dny","11,02","11,57","15,54","15,54",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,ryczałt,"3,20"
113,Allopurinolum,"Argadopin, tabl., 100 mg",50 szt.,05907626706505,2021-03-01,3 lata,"145.0, Leki stosowane w leczeniu dny","5,51","5,79","8,14","8,14",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,ryczałt,"3,20"
114,Allopurinolum,"Argadopin, tabl., 300 mg",100 szt.,05907626706628,2021-03-01,3 lata,"145.0, Leki stosowane w leczeniu dny","33,05","34,70","42,75","42,75",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,ryczałt,"8,00"
115,Allopurinolum,"Argadopin, tabl., 300 mg",30 szt,05907626706604,2021-03-01,3 lata,"145.0, Leki stosowane w leczeniu dny","9,91","10,41","14,13","14,13",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,ryczałt,"3,20"
116,Allopurinolum,"Milurit, tabl., 100 mg",50 szt. (1 opak.po 50 szt.),05909990163212,2019-01-01,3 lata,"145.0, Leki stosowane w leczeniu dny","5,88","6,17","8,52","8,52",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,ryczałt,"3,20"
117,Allopurinolum,"Milurit, tabl., 300 mg",30 szt. (1 opak.po 30 szt.),05909990414819,2019-01-01,3 lata,"145.0, Leki stosowane w leczeniu dny","10,69","11,22","14,94","14,94",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,ryczałt,"3,20"
118,Amantadinum,"Viregyt-K, kaps., 100 mg",50 szt.,05909990320912,"2019-01-01  - dla kolumny M, 2021-01-01  - dla kolumny N","3 lata - dla kolumny M, 2 lata - dla kolumny N","169.0, Leki stosowane w chorobie Parkinsona - amantadyna","14,90","15,65","20,28","20,28",Choroba i zespół Parkinsona,dyskineza późna u osób dorosłych - leczenie,30%,"6,08"
119,Ambenonium,"Mytelase, tabl., 10 mg",50 szt,05909990030927,2019-01-01,3 lata,"189.0, Leki parasympatykomimetyczne - ambemonium","15,07","15,82","20,48","20,48",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,30%,"6,14"
120,Amiloridum + Hydrochlorothiazidum,"Tialorid, tabl., 5+50 mg",50 tabl.,05909990206025,"2019-01-01  - dla kolumny M, <1>2019-03-01/<2>2019-11-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","36.0, Leki moczopędne - tiazydowe i sulfonamidowe","5,59","5,87","8,59","8,59",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,<1>przewlekła choroba nerek u dzieci do 18 roku życia; <2>moczówka nerkopochodna,30%,"2,58"
121,Amiloridum + Hydrochlorothiazidum,"Tialorid mite, tabl., 2,5+25 mg",50 tabl.,05909990373819,"2019-01-01  - dla kolumny M, <1>2019-03-01/<2>2019-11-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","36.0, Leki moczopędne - tiazydowe i sulfonamidowe","5,19","5,45","6,92","5,13",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,<1>przewlekła choroba nerek u dzieci do 18 roku życia; <2>moczówka nerkopochodna,30%,"3,33"
122,Amiodaronum,"Opacorden, tabl. powl., 200 mg",60 szt.,05909990086818,2019-01-01,3 lata,"31.0, Leki przeciwarytmiczne klasy III - amiodaron","17,63","18,51","23,71","23,71",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,ryczałt,"6,40"
123,Amisulpridum,"Amipryd, tabl., 100 mg",30 szt.,05909991412876,2020-11-01,3 lata,"178.11, Leki przeciwpsychotyczne - amisulpiryd","23,33","24,50","30,74","28,23",Schizofrenia,,ryczałt,"5,71"
124,Amisulpridum,"Amipryd, tabl., 200 mg",30 szt.,05909991412883,2020-11-01,3 lata,"178.11, Leki przeciwpsychotyczne - amisulpiryd","46,66","48,99","58,46","56,47",Schizofrenia,,ryczałt,"5,19"
125,Amisulpridum,"Amipryd, tabl., 400 mg",30 szt.,05909991412906,2020-11-01,3 lata,"178.11, Leki przeciwpsychotyczne - amisulpiryd","93,31","97,98","111,45","111,45",Schizofrenia,,ryczałt,"3,20"
126,Amisulpridum,"Amisan, tabl., 200 mg",30 szt. (3 blist.po 10 szt.),05909990762965,2019-01-01,3 lata,"178.11, Leki przeciwpsychotyczne - amisulpiryd","44,17","46,38","55,85","55,85",Schizofrenia,,ryczałt,"3,20"
127,Amisulpridum,"Amisan , tabl., 200 mg",60 szt. (6 blist.po 10 szt.),05909990762972,2018-09-01,3 lata,"178.11, Leki przeciwpsychotyczne - amisulpiryd","94,72","99,46","112,93","112,93",Schizofrenia,,ryczałt,"3,20"
128,Amisulpridum,"Amisan, tabl., 400 mg",30 szt. (3 blist.po 10 szt.),05909990762996,2019-01-01,3 lata,"178.11, Leki przeciwpsychotyczne - amisulpiryd","94,72","99,46","112,93","112,93",Schizofrenia,,ryczałt,"3,20"
129,Amisulpridum,"Amisan, tabl., 400 mg",60 szt. (6 blist.po 10 szt.),05909990763009,2019-01-01,3 lata,"178.11, Leki przeciwpsychotyczne - amisulpiryd","192,13","201,74","219,21","219,21",Schizofrenia,,ryczałt,"6,40"
130,Amisulpridum,"Amisan , tabl., 50 mg",60 szt. (5 blist.po 12),05909990762880,2019-03-01,3 lata,"178.11, Leki przeciwpsychotyczne - amisulpiryd","23,76","24,95","31,18","28,23",Schizofrenia,,ryczałt,"6,15"
