"D. Leki, środki spożywcze specjalnego przeznaczenia żywieniowego oraz wyroby medyczne przysługujące świadczeniobiorcom, o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2020 r. poz. 1398, z późn. zm.)",,,,
LP,Substancja czynna,Nazwa i postać leku,Zawartość opakowania,Numer GTIN lub inny kod jednoznacznie identyfikujący produkt
265,Budesonidum,"BDS N, zawiesina do nebulizacji, 0,5 mg/ml",20 amp.po 2 ml,05909991306151
266,Budesonidum,"Benodil, zawiesina do nebulizacji, 0,125 mg/ml",20 amp.po 2 ml,05909991283629
267,Budesonidum,"Benodil, zawiesina do nebulizacji, 0,25 mg/ml",20 amp.po 2 ml,05909991283650
268,Budesonidum,"Benodil, zawiesina do nebulizacji, 0,5 mg/ml",20 amp.po 2 ml,05909991283698
269,Budesonidum,"Budelin Novolizer 200, proszek do inhalacji, 200 µg/dawkę inhalacyjną","1 poj.po 2,18 g proszku (200 daw.)",05909991033248
270,Budesonidum,"Budelin Novolizer 200, proszek do inhalacji, 200 µg/dawkę inhalacyjną","1 poj.po 2,18 g proszku (200 daw.) + inhal. Novolizer",05909991033224
271,Budesonidum,"Budesonide Easyhaler, proszek do inhalacji, 100 µg/dawkę",1 inh.po 200 daw. + opak. ochronne (zestaw startowy),05909990337354
272,Budesonidum,"Budesonide Easyhaler, proszek do inhalacji, 200 µg/dawkę",1 inh.po 200 daw. + opak. ochronne (zestaw startowy),05909990337323
273,Budesonidum,"Budesonide Easyhaler, proszek do inhalacji, 400 µg/dawkę",1 inh.po 100 daw. + opak. ochronne (zestaw startowy),05909990337286
274,Budesonidum,"Budezonid LEK-AM, proszek do inhalacji w kaps. twardych, 200 μg/dawkę inhalacyjną",120 kaps.,05909991223793
275,Budesonidum,"Budezonid LEK-AM, proszek do inhalacji w kaps. twardych, 200 μg/dawkę inhalacyjną",60 kaps.,05909991204082
276,Budesonidum,"Budezonid LEK-AM, proszek do inhalacji w kaps. twardych, 400 μg/dawkę inhalacyjną",120 kaps.,05909991223809
277,Budesonidum,"Budezonid LEK-AM, proszek do inhalacji w kaps. twardych, 400 μg/dawkę inhalacyjną",60 kaps.,05909991203986
278,Budesonidum,"Budiair, aerozol inhalacyjny, roztwór, 200 µg/dawkę odmierzoną",1 poj.po 200 daw. odmierzonych + inh.,05909990335169
279,Budesonidum,"Budiair, aerozol inhalacyjny, roztwór, 200 µg/dawkę odmierzoną",1 poj.po 200 daw. odmierzonych + inh. z komorą inhalacyjną Jet,05909990335176
280,Budesonidum,"Budixon Neb, zawiesina do nebulizacji, 0,125 mg/ml",20 poj. 2 ml,05906414002515
281,Budesonidum,"Budixon Neb, zawiesina do nebulizacji, 0,25 mg/ml",20 poj. 2 ml,05906414002522
282,Budesonidum,"Budixon Neb, zawiesina do nebulizacji, 0,5 mg/ml",20 poj. 2 ml,05906414002539
283,Budesonidum,"Miflonide Breezhaler, proszek do inhalacji w kaps. twardych, 200 µg",60 szt. (6 blist.po 10 szt.),05909990926213
284,Budesonidum,"Miflonide Breezhaler, proszek do inhalacji w kaps. twardych, 400 µg",60 szt. (6 blist.po 10 szt.),05909990926312
285,Budesonidum,"Nebbud, zawiesina do nebulizacji, 0,25 mg/2 ml",20 szt.,05909991107925
286,Budesonidum,"Nebbud, zawiesina do nebulizacji, 0,25 mg/ml",20 amp. po 2 ml,05909991005696
287,Budesonidum,"Nebbud, zawiesina do nebulizacji, 0,5 mg/ml",20 amp. po 2 ml,05909991005733
288,Budesonidum,"Pulmicort Turbuhaler, proszek do inhalacji, 100 µg/dawkę inhalacyjną",1 poj.po 200 daw.,05909990677313
289,Budesonidum,"Pulmicort Turbuhaler, proszek do inhalacji, 200 µg/dawkę inhalacyjną",1 poj.po 100 daw.,05909990677412
290,Budesonidum,"Pulmicort, zawiesina do nebulizacji, 0,125 mg/ml",20 poj.po 2 ml,05909990445615
291,Budesonidum,"Pulmicort, zawiesina do nebulizacji, 0,25 mg/ml",20 poj.po 2 ml,05909990445714
292,Budesonidum,"Pulmicort, zawiesina do nebulizacji, 0,5 mg/ml",20 poj.po 2 ml,05909990445813
293,Budesonidum,"Pulmicort, zawiesina do nebulizacji, 0,5 mg/ml",20 poj.po 2 ml,05909991233099
294,Budesonidum,"Pulmicort, zawiesina do nebulizacji, 0,5 mg/ml",20 poj.po 2 ml,05909991269784
295,Budesonidum,"Ribuspir, aerozol inhalacyjny, roztwór, 200 µg/dawkę odmierzoną",1 poj.po 200 daw. odmierzonych + inh.,05909990335183
296,Budesonidum,"Ribuspir, aerozol inhalacyjny, roztwór, 200 µg/dawkę odmierzoną",1 poj.po 200 daw. odmierzonych + inh. z komorą inhalacyjną Jet,05909990335190
297,Budesonidum + Formoteroli fumaras dihydricus,"Airbufo Forspiro, proszek do inhalacji, 160+4,5 µg/dawkę inhalacyjną",1 inh. po 60 dawek,07613421020866
298,Budesonidum + Formoteroli fumaras dihydricus,"Airbufo Forspiro, proszek do inhalacji, podzielony, 160+4,5 µg/dawkę inhalacyjną",2 inh. po 60 dawek,05907626709476
299,Budesonidum + Formoteroli fumaras dihydricus,"Symbicort Turbuhaler, proszek do inhalacji, 160+4,5 µg/dawkę inhalacyjną",1 inh. po 120 daw.,05909990873074
300,Budesonidum + Formoteroli fumaras dihydricus,"Symbicort, aerozol inhalacyjny, zawiesina, 160+4,5 µg/dawkę inhalacyjną",1 inh. po 120 daw.,05000456011648
301,Budesonidum + Formoterolum,"Bufomix Easyhaler, proszek do inhalacji, 160+4,5 µg/dawkę inhalacyjną",1 inh. po 120 daw. z opakowaniem ochronnym,05909991137458
302,Budesonidum + Formoterolum,"Bufomix Easyhaler, proszek do inhalacji, 160+4,5 µg/dawkę inhalacyjną",1 inh. po 60 daw. z opakowaniem ochronnym,05909991137465
303,Budesonidum + Formoterolum,"Bufomix Easyhaler, proszek do inhalacji, 320+9 µg/dawkę inhalacyjną",1 inh.po 60 daw. z opakowaniem ochronnym,05909991137625
304,Budesonidum + Formoterolum,"DuoResp Spiromax, proszek do inhalacji, 160+4,5 µg",1 inhalator (120 dawek),05909991136932
305,Budesonidum + Formoterolum,"DuoResp Spiromax, proszek do inhalacji, 320+9 µg",1 inhalator (60 dawek),05909991136963
306,Budesonidum + Formoterolum,"Symbicort Turbuhaler, proszek do inhalacji, 320+9 µg/dawkę inhalacyjną",1 inh.po 60 daw.,05909990873241
307,Budesonidum + Formoterolum,"Symbicort Turbuhaler, proszek do inhalacji, 80+4,5 µg/dawkę inhalacyjną",1 inh.po 60 daw.,05909990872886
308,Buspironi hydrochloridum,"Spamilan, tabl., 10 mg",60 szt.,05902023776304
309,Buspironi hydrochloridum,"Spamilan, tabl., 10 mg",60 szt.,05909997201450
310,Buspironum,"Spamilan, tabl., 10 mg",60 szt.,05909997213538
311,Buspironum,"Spamilan, tabl., 10 mg",60 szt. (6 blist.po 10 szt.),05909990073603
312,Buspironum,"Spamilan, tabl., 5 mg",60 szt. (6 blist.po 10 szt.),05909990073597
313,Candesartanum cilexetili,"Karbis, tabl., 16 mg",28 szt.,05909991392475
314,Candesartanum cilexetili,"Karbis, tabl., 16 mg",56 szt.,05909991392482
315,Candesartanum cilexetili,"Karbis, tabl., 32 mg",28 szt.,05909991395100
316,Candesartanum cilexetili,"Karbis, tabl., 8 mg",28 szt.,05909991390242
317,Candesartanum cilexetili,"Karbis, tabl., 8 mg",56 szt.,05909991390259
318,Candesartanum cilexetili,"Karbis, tabletki, 16 mg",28 szt.,05909991389468
319,Candesartanum cilexetili,"Karbis, tabletki, 16 mg",56 szt.,05909991389475
320,Candesartanum cilexetili,"Karbis, tabletki, 32 mg",28 szt.,05909991389512
321,Candesartanum cilexetili,"Karbis, tabletki, 8 mg",28 szt.,05909991389420
322,Candesartanum cilexetili,"Karbis, tabletki, 8 mg",56 szt.,05909991389437
323,Candesartanum cilexetili,"Ranacand, tabl., 16 mg",28 szt.,05909990801350
324,Candesartanum cilexetili,"Ranacand, tabl., 8 mg",28 szt.,05909990801367
325,Candesartanum cilexetili + Hydrochlorothiazidum,"Karbicombi, tabl., 32+25 mg",30 szt.,05909991428112
326,Candesartanum cilexetilum,"Atacand, tabl., 16 mg",28 szt. (2 blist.po 14 szt.),05909990430123
327,Candesartanum cilexetilum,"Atacand, tabl., 8 mg",14 szt. (1 blist.po 14 szt.),05909990430017
328,Candesartanum cilexetilum,"Atacand, tabl., 8 mg",28 szt. (2 blist.po 14 szt.),05909990430024
329,Candesartanum cilexetilum,"Candepres, tabl., 16 mg",28 szt. (4 blist.po 7 szt.),05909990739653
330,Candesartanum cilexetilum,"Candepres, tabl., 32 mg",28 tabl.,05909990739707
331,Candesartanum cilexetilum,"Candepres, tabl., 8 mg",28 szt. (4 blist.po 7 szt.),05909990739592
332,Candesartanum cilexetilum,"Carzap, tabl., 16 mg",28 tabl.,05909990937172
333,Candesartanum cilexetilum,"Carzap, tabl., 16 mg",56 szt.,05909990937196
334,Candesartanum cilexetilum,"Carzap, tabl., 32 mg",28 tabl.,05909990937264
335,Candesartanum cilexetilum,"Carzap, tabl., 8 mg",28 tabl.,05909990937080
336,Candesartanum cilexetilum,"Carzap, tabl., 8 mg",56 szt.,05909990937103
337,Candesartanum cilexetilum,"Kandesar, tabl., 16 mg",28 szt.,05909990962945
338,Candesartanum cilexetilum,"Kandesar, tabl., 8 mg",28 szt.,05909990962839
339,Candesartanum cilexetilum,"Karbis, tabl., 16 mg",28 szt.,05909990772193
340,Candesartanum cilexetilum,"Karbis, tabl., 16 mg",56 tabl.,05909990772209
341,Candesartanum cilexetilum,"Karbis, tabl., 32 mg",28 tabl.,05909990772230
342,Candesartanum cilexetilum,"Karbis, tabl., 8 mg",28 szt.,05909990772162
343,Candesartanum cilexetilum,"Karbis, tabl., 8 mg",56 tabl.,05909990772179
344,Candesartanum cilexetilum + Hydrochlorothiazidum,"Candepres HCT, tabl., 16+12,5 mg",28 szt.,05909990800629
345,Candesartanum cilexetilum + Hydrochlorothiazidum,"Candepres HCT, tabl., 32+12,5 mg",28 szt.,05909991063702
346,Candesartanum cilexetilum + Hydrochlorothiazidum,"Candepres HCT, tabl., 32+25 mg",28 szt.,05909991064051
347,Candesartanum cilexetilum + Hydrochlorothiazidum,"Candepres HCT, tabl., 8+12,5 mg",28 szt.,05909990800360
348,Candesartanum cilexetilum + Hydrochlorothiazidum,"Candesartan + Hydrochlorothiazide Vitama, tabletki, 16+12,5 mg",28 tabl.,05909991245610
349,Candesartanum cilexetilum + Hydrochlorothiazidum,"Candesartan + Hydrochlorothiazide Vitama, tabletki, 8+12,5 mg",28 tabl.,05909991245528
350,Candesartanum cilexetilum + Hydrochlorothiazidum,"Carzap HCT, tabl., 16+12,5 mg",28 szt.,05909990957255
351,Candesartanum cilexetilum + Hydrochlorothiazidum,"Carzap HCT, tabl., 16+12,5 mg",28 szt.,05909991415907
352,Candesartanum cilexetilum + Hydrochlorothiazidum,"Carzap HCT, tabl., 16+12,5 mg",56 szt.,05909990957279
353,Candesartanum cilexetilum + Hydrochlorothiazidum,"Carzap HCT, tabl., 8+12,5 mg",28 szt.,05909990957170
354,Candesartanum cilexetilum + Hydrochlorothiazidum,"Carzap HCT, tabl., 8+12,5 mg",56 szt.,05909990957194
355,Candesartanum cilexetilum + Hydrochlorothiazidum,"Carzap HCT, tabletki, 32+12,5 mg",28 tabl.,05909991057596
356,Candesartanum cilexetilum + Hydrochlorothiazidum,"Carzap HCT, tabletki, 32+25 mg",28 tabl.,05909991058609
357,Candesartanum cilexetilum + Hydrochlorothiazidum,"Karbicombi, tabl. powl., 16+12,5 mg",56 szt.,05909990865185
358,Candesartanum cilexetilum + Hydrochlorothiazidum,"Karbicombi, tabl. powl., 32+12,5 mg",28 szt.,05909990865222
359,Candesartanum cilexetilum + Hydrochlorothiazidum,"Karbicombi, tabl. powl., 32+25 mg",28 szt.,05909990865260
360,Candesartanum cilexetilum + Hydrochlorothiazidum,"Karbicombi, tabl. powl., 8+12,5 mg",56 szt.,05909990865147
361,Candesartanum cilexetilum + Hydrochlorothiazidum,"Karbicombi, tabl., 16+12,5 mg",28 szt.,05909990865178
362,Candesartanum cilexetilum + Hydrochlorothiazidum,"Karbicombi, tabl., 16+12,5 mg",84 szt.,05909991136840
363,Candesartanum cilexetilum + Hydrochlorothiazidum,"Karbicombi, tabl., 8+12,5 mg",28 szt.,05909990865130
364,Candesartanum cilexetilum + Hydrochlorothiazidum,"Karbicombi, tabl., 8+12,5 mg",84 szt.,05909991136833
365,Carvedilolum,"Atram 12,5, tabl., 12,5 mg",30 szt. (2 blist.po 15 szt.),05909990570430
366,Carvedilolum,"Atram 25, tabl., 25 mg",30 szt. (3 blist.po 10 szt.),05909990570409
367,Carvedilolum,"Atram 6,25, tabl., 6,25 mg",30 szt. (2 blist.po 15 szt.),05909990570454
368,Carvedilolum,"Avedol, tabl. powl., 12,5 mg",30 szt. (3 blist.po 10 szt.),05909990074099
369,Carvedilolum,"Avedol, tabl. powl., 25 mg",30 szt. (3 blist.po 10 szt.),05909990074129
370,Carvedilolum,"Avedol, tabl. powl., 6,25 mg",30 szt. (3 blist.po 10 szt.),05909990074051
371,Carvedilolum,"Carvedilol-ratiopharm, tabl., 12,5 mg",30 szt. (3 blist.po 10 szt.),05909990727148
372,Carvedilolum,"Carvedilol-ratiopharm, tabl., 25 mg",30 szt. (3 blist.po 10 szt.),05909990727193
373,Carvedilolum,"Carvedilol-ratiopharm, tabl., 6,25 mg",30 szt. (3 blist.po 10 szt.),05909990727100
374,Carvedilolum,"Carvetrend, tabl., 12,5 mg",30 szt.,05909991017019
375,Carvedilolum,"Carvetrend, tabl., 25 mg",30 szt.,05909991017118
376,Carvedilolum,"Carvetrend, tabl., 3,125 mg",30 szt.,05909991016814
377,Carvedilolum,"Carvetrend, tabl., 6,25 mg",30 szt.,05909991016913
378,Carvedilolum,"Coryol 12,5 mg, tabl., 12,5 mg",30 szt.,05909990216505
379,Carvedilolum,"Coryol 25 mg, tabl., 25 mg",30 szt.,05909990216567
380,Carvedilolum,"Coryol 3,125 mg, tabl., 3,125 mg",30 szt.,05909990216604
381,Carvedilolum,"Coryol, tabl., 6,25 mg",30 szt.,05909990983315
382,Carvedilolum,"Hypoten, tabl. powl., 12,5 mg",100 szt. (10 blist.po 10 szt.),05909990048496
383,Carvedilolum,"Hypoten, tabl. powl., 12,5 mg",30 szt. (3 blist.po 10 szt.),05909990048489
384,Carvedilolum,"Hypoten, tabl. powl., 25 mg",100 szt. (10 blist.po 10 szt.),05909990048540
385,Carvedilolum,"Hypoten, tabl. powl., 25 mg",30 szt. (3 blist.po 10 szt.),05909990048502
386,Carvedilolum,"Hypoten, tabl. powl., 6,25 mg",100 szt. (10 blist.po 10 szt.),05909990048472
387,Carvedilolum,"Hypoten, tabl. powl., 6,25 mg",30 szt. (3 blist.po 10 szt.),05909990048465
388,Carvedilolum,"Symtrend, tabl. powl., 12,5 mg",30 szt. (3 blist.po 10 szt.),05909990074754
389,Carvedilolum,"Symtrend, tabl. powl., 25 mg",30 szt. (3 blist.po 10 szt.),05909990074662
390,Carvedilolum,"Symtrend, tabl. powl., 6,25 mg",30 szt. (3 blist.po 10 szt.),05909990074792
391,Carvedilolum,"Vivacor, tabl., 12,5 mg",30 szt. (3 blist.po 10 szt.),05909990687909
392,Carvedilolum,"Vivacor, tabl., 12,5 mg",60 szt. (6 blist.po 10 szt.),05909990687930
393,Carvedilolum,"Vivacor, tabl., 25 mg",30 szt. (3 blist.po 10 szt.),05909990687862
394,Carvedilolum,"Vivacor, tabl., 25 mg",60 szt. (6 blist.po 10 szt.),05909990687879
395,Carvedilolum,"Vivacor, tabl., 6,25 mg",30 szt. (3 blist.po 10 szt.),05909990687886
396,Carvedilolum,"Vivacor, tabl., 6,25 mg",60 szt. (6 blist.po 10 szt.),05909990687893
397,Chloroquinum,"Arechin, tabl., 250 mg",30 tabl.,05909991139582
398,Ciclesonidum,"Alvesco 160, aerozol inhalacyjny, roztwór, 160 µg",1 poj. 120 daw.,05909990212064
399,Ciclesonidum,"Alvesco 160, aerozol inhalacyjny, roztwór, 160 µg",1 poj. 60 daw.,05909990218530
400,Ciclesonidum,"Alvesco 80, aerozol inhalacyjny, roztwór, 80 µg",1 poj. 120 daw.,05909990212057
401,Ciclesonidum,"Alvesco 80, aerozol inhalacyjny, roztwór, 80 µg",1 poj. 60 daw.,05909990218523
402,Cilazaprilum,"Cazaprol, tabl. powl., 1 mg",30 szt. (3 blist.po 10 szt.),05909990678648
403,Cilazaprilum,"Cazaprol, tabl. powl., 2,5 mg",28 szt.,05909990678655
404,Cilazaprilum,"Cazaprol, tabl. powl., 5 mg",28 szt. (4 blist.po 7 szt.),05909990678679
405,Cilazaprilum,"Cilan, tabl. powl., 0,5 mg",30 szt. (3 blist.po 10 szt.),05909990066636
406,Cilazaprilum,"Cilan, tabl. powl., 1 mg",30 szt. (3 blist.po 10 szt.),05909990066667
407,Cilazaprilum,"Cilan, tabl. powl., 2,5 mg",30 szt. (3 blist.po 10 szt.),05909990066780
408,Cilazaprilum,"Cilan, tabl. powl., 5 mg",30 szt. (3 blist.po 10 szt.),05909990066803
409,Cilazaprilum + Hydrochlorothiazidum,"Cazacombi, tabl. powl., 5+12,5 mg",28 szt.,05909990781676
410,Ciprofibratum,"Lipanor, kaps., 100 mg",30 kaps. (3 blist.po 10 szt.),05909990376612
411,Clonazepamum,"Clonazepamum TZF, tabl., 0,5 mg",30 szt. (1 blist.po 30 szt.),05909990135615
412,Clonazepamum,"Clonazepamum TZF, tabl., 2 mg",30 szt. (1 blist.po 30 szt.),05909990135516
413,Clopamidum,"Clopamid VP, tabl., 20 mg",20 szt. (1 blist.po 20 szt.),05909990141012
414,Clopidogrelum,"Agregex, tabl. powl., 75 mg",28 szt.,05909991251949
415,Clopidogrelum,"Agregex, tabl. powl., 75 mg",28 szt.,05909991271602
416,Clopidogrelum,"Agregex, tabl. powl., 75 mg",28 szt.,05909991397005
417,Clopidogrelum,"Agregex, tabl. powl., 75 mg",28 szt. (4 blist.po 7 szt.),05909990754748
418,Clopidogrelum,"Areplex, tabl. powl., 75 mg",28 szt. (2 blist.po 14 szt.),05909991167011
419,Clopidogrelum,"Clopidix, tabl. powl., 75 mg",28 szt. (2 blist.po 14 szt.),05909990625826
420,Clopidogrelum,"Clopidogrel Apotex, tabl. powl., 75 mg",28 szt.,05909990774401
421,Clopidogrelum,"Clopidogrel Bluefish, tabl. powl., 75 mg",28 szt.,05909990768141
422,Clopidogrelum,"Clopidogrel KRKA, tabl. powl., 75 mg",28 szt.,05909991029388
423,Clopidogrelum,"Grepid, tabl. powl., 75 mg",28 szt.,05909990727667
424,Clopidogrelum,"Pegorel, tabl. powl., 75 mg",28 szt.,05909990793730
425,Clopidogrelum,"Plavocorin, tabl. powl., 75 mg",28 szt. (2 blist.po 14 szt.),05909990762729
426,Clopidogrelum,"Vixam, tabl., 75 mg",30 szt.,05909990866533
427,Clopidogrelum,"Zyllt, tabl. powl., 75 mg",28 szt.,05903792743382
428,Clopidogrelum,"Zyllt, tabl. powl., 75 mg",28 szt.,05909991109219
429,Clopidogrelum,"Zyllt, tabletki powlekane, 75 mg",28 szt.,05901878600475
430,Cyanocobalaminum (vit. B12),"Vitaminum B12 WZF, roztwór do wstrzykiwań, 500 µg/ml",5 amp.po 2 ml,05909990244010
431,"Czterowalentna szczepionka przeciw grypie (rozszczepiony wirion), inaktywowana","VaxigripTetra, zawiesina do wstrzykiwań w ampułko-strzykawce, 1 dawka","1 amp.-strzyk. 0,5 ml z igłą",05909991302108
432,Dabigatranum etexilatum,"Pradaxa, kaps. twarde, 110 mg",10 szt.,05909990641253
433,Dabigatranum etexilatum,"Pradaxa, kaps. twarde, 110 mg",30 szt.,05909990641260
434,Dabigatranum etexilatum,"Pradaxa, kaps. twarde, 150 mg",30 szt.,05909990887453
435,Dabigatranum etexilatum,"Pradaxa, kaps. twarde, 75 mg",30 szt.,05909990641222
436,Dalteparinum natricum,"Fragmin, roztwór do wstrzykiwań, 10000 j.m. (anty-Xa)/0,4 ml","5 amp.-strz.po 0,4 ml",05909990958818
437,Dalteparinum natricum,"Fragmin, roztwór do wstrzykiwań, 12500 j.m. (anty-Xa)/0,5 ml","5 amp.-strz.po 0,5 ml",05909990949519
438,Dalteparinum natricum,"Fragmin, roztwór do wstrzykiwań, 15000 j.m. (anty-Xa)/0,6 ml","5 amp.-strz.po 0,6 ml",05909990949618
439,Dalteparinum natricum,"Fragmin, roztwór do wstrzykiwań, 18000 j.m. (anty-Xa)/0,72 ml","5 amp.-strz z igłą po 0,72 ml",05909990949717
440,Dalteparinum natricum,"Fragmin, roztwór do wstrzykiwań, 2500 j.m. (anty-Xa)/0,2 ml","10 amp.-strz.po 0,2 ml",05909990776412
441,Dalteparinum natricum,"Fragmin, roztwór do wstrzykiwań, 5000 j.m. (anty-Xa)/0,2 ml","10 amp.-strz.po 0,2 ml",05909990776511
442,Dalteparinum natricum,"Fragmin, roztwór do wstrzykiwań, 7500 j.m. (anty-Xa)/0,3 ml","10 amp.-strz.po 0,3 ml",05909990949410
443,Denosumabum,"Prolia, roztwór do wstrzykiwań, 60 mg/1 ml",1 amp.-strz.po 1 ml,05909990761647
444,Dinatrii pamidronas,"Pamifos-30, proszek i rozpuszczalnik do sporządzania roztworu do infuzji, 30 mg",2 fiol. z prosz.po 30 mg + 2 amp.po 10 ml,05909990661671
445,Dinatrii pamidronas,"Pamifos-60, proszek i rozpuszczalnik do sporządzania roztworu do infuzji, 60 mg",1 fiol. z prosz.po 60 mg + 1 amp.po 10 ml,05909990661688
446,Dinatrii pamidronas,"Pamifos-90, proszek i rozpuszczalnik do sporządzania roztworu do infuzji, 90 mg",1 fiol. z prosz.po 90 mg + 1 amp.po 10 ml,05909990661695
447,Donepezil hydrochloride,"Cogiton 10, tabl. powl., 10 mg",56 szt.,05909991024420
448,Donepezil hydrochloride,"Cogiton 10, tabl. powl., 10 mg",84 szt.,05907695215380
449,Donepezili hydrochloridum,"Donecept, tabletki powlekane, 10 mg",28 tabl.,05909991344481
450,Donepezili hydrochloridum,"Donectil, tabl. powl., 10 mg",28 szt.,05909990683666
451,Donepezili hydrochloridum,"Donectil, tabl. powl., 5 mg",28 szt.,05909990683581
452,Donepezili hydrochloridum,"Donepezil Polfarmex, tabl., 10 mg",28 szt.,05909990877669
453,Donepezili hydrochloridum,"Donepezil Polfarmex, tabl., 5 mg",28 szt.,05909990877553
454,Donepezili hydrochloridum,"Memorion, tabl. powl., 10 mg",28 szt.,05909991403560
455,Donepezili hydrochloridum,"Memorion, tabl. powl., 5 mg",28 szt.,05909991398842
456,Donepezili hydrochloridum,"Symepezil, tabl. powl., 10 mg",28 szt.,05909991275778
457,Donepezili hydrochloridum,"Symepezil, tabl. powl., 5 mg",28 szt.,05909991275747
458,Donepezilum,"Apo-Doperil, tabl. powl., 10 mg",28 szt.,05909990770045
459,Donepezilum,"Apo-Doperil, tabl. powl., 10 mg",98 szt.,05902020661474
460,Donepezilum,"Apo-Doperil, tabl. powl., 5 mg",28 szt.,05909990770038
461,Donepezilum,"Cogiton 10, tabl. powl., 10 mg",28 szt.,05909991024413
462,Donepezilum,"Cogiton 5, tabl. powl., 5 mg",28 szt.,05909991024314
463,Donepezilum,"Donecept, tabl. powl., 10 mg",28 szt.,05909990689873
464,Donepezilum,"Donecept, tabl. powl., 5 mg",28 szt.,05909990689781
465,Donepezilum,"Donectil ODT, tabl. ulegające rozpadowi w jamie ustnej, 10 mg",30 szt.,05909990851492
466,Donepezilum,"Donepex, tabl. powl., 10 mg",28 szt.,05909991056018
467,Donepezilum,"Donepex, tabl. powl., 5 mg",28 szt.,05909991055912
468,Donepezilum,"Donepezil Bluefish, tabl. powl., 10 mg",28 szt.,05909990814138
469,Donepezilum,"Donepezil Bluefish, tabl. powl., 5 mg",28 szt.,05909990814077
470,Donepezilum,"Doneprion, tabl. powl., 10 mg",28 tabl.,05909990776900
471,Donepezilum,"Doneprion, tabl. powl., 5 mg",28 szt.,05909990776870
472,Donepezilum,"Donesyn, tabl. powl., 10 mg",28 szt. (2 blist.po 14 szt.),05909990657360
473,Donepezilum,"Donesyn, tabl. powl., 5 mg",28 szt. (2 blist.po 14 szt.),05909990657353
474,Donepezilum,"Pamigen, tabl. powl., 10 mg",28 szt. (2 blist.po 14 szt.),05909990726936
475,Donepezilum,"Pamigen, tabl. powl., 5 mg",28 szt. (2 blist.po 14 szt.),05909990726929
476,Donepezilum,"Ricordo, tabl. ulegające rozpadowi w jamie ustnej, 10 mg",28 szt.,05909990798940
477,Donepezilum,"Ricordo, tabl. ulegające rozpadowi w jamie ustnej, 5 mg",28 szt.,05909990798933
478,Donepezilum,"Yasnal Q-Tab, tabl. ulegające rozpadowi w jamie ustnej, 10 mg",28 szt.,05909990850204
479,Donepezilum,"Yasnal Q-Tab, tabl. ulegające rozpadowi w jamie ustnej, 5 mg",28 szt.,05909990850075
480,Donepezilum,"Yasnal, tabl. powl., 10 mg",28 szt.,05909990993314
481,Donepezilum,"Yasnal, tabl. powl., 5 mg",28 szt.,05909990993215
482,Dorzolamidum,"Dorzolamid STADA, krople do oczu, roztwór, 20 mg/ml",1 but.po 5 ml,05909990880591
483,Dorzolamidum,"Dorzoma Mono, krople do oczu, roztwór, 20 mg/ml",1 but.po 5 ml,05909991234904
484,Dorzolamidum,"Dropzol, krople do oczu, roztwór, 20 mg/ml",1 but.,05909990838325
485,Dorzolamidum,"Nodofree, krople do oczu, roztwór, 20 mg/ml",1 butelka 5 ml,05909991344306
486,Dorzolamidum,"Nodofree, krople do oczu, roztwór, 20 mg/ml",3 butelki 5 ml,05909991344313
487,Dorzolamidum,"Nodom, krople do oczu, roztwór, 20 mg/ml",1 but.po 5 ml,05909990942855
488,Dorzolamidum,"Nodom, krople do oczu, roztwór, 20 mg/ml",3 butelki po 5 ml,05900257101015
489,Dorzolamidum,"Rozalin, krople do oczu, roztwór, 20 mg/ml",1 but.po 5 ml,05909990643929
490,Dorzolamidum,"Rozalin, krople do oczu, roztwór, 20 mg/ml",3 x 5 ml,05906414000962
491,Dorzolamidum,"Trusopt, krople do oczu, roztwór, 20 mg/ml",1 but.po 5 ml,05909990661329
492,Dorzolamidum,"Vizidor, krople do oczu, 20 mg/ml",1 butelka po 5 ml,05909991310936
493,Dorzolamidum,"Vizidor, krople do oczu, 20 mg/ml",3 butelki po 5 ml,05909991310943
