LP,Substancja czynna,Nazwa  postać i dawka,Zawartość opakowania,Numer GTIN lub inny kod jednoznacznie identyfikujący produkt,Termin wejścia w życie decyzji,Okres obowiązywania decyzji,Grupa limitowa,Urzędowa cena zbytu,Cena hurtowa brutto,Cena detaliczna,Wysokość limitu finansowania,Zakres wskazań objętych refundacją,Zakres wskazań pozarejestracyjnych objętych refundacją,Poziom odpłatności,Wysokość dopłaty świadczeniobiorcy
321,Emplastri microfibricum cellulosae,"Inadine 9,5x9,5 cm, opatrunek, 90.25 cm²",1 szt.,15051978004264,2022-01-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","9,26","9,72","12,89","10,80",Epidermolysis bullosa,,bezpłatny do limitu,"2,09"
322,Emplastri microfibricum cellulosae,"Kliniderm Foam Border Silicone 10x10 cm, opatrunek, 100 cm²",1 szt.,8715343013953,2022-09-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","9,40","9,87","13,33","11,97",Przewlekłe owrzodzenia,,30%,"4,95"
323,Emplastri microfibricum cellulosae,"Kliniderm Foam Border Silicone 10x10 cm, opatrunek, 100 cm²",1 szt.,8715343013953,2022-09-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","9,40","9,87","13,33","11,97",Epidermolysis bullosa,,bezpłatny do limitu,"1,36"
324,Emplastri microfibricum cellulosae,"Kliniderm Foam Border Silicone 15x15 cm, opatrunek, 225 cm²",1 szt.,8715343014028,2022-09-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","21,15","22,21","28,03","26,93",Przewlekłe owrzodzenia,,30%,"9,18"
325,Emplastri microfibricum cellulosae,"Kliniderm Foam Border Silicone 15x15 cm, opatrunek, 225 cm²",1 szt.,8715343014028,2022-09-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","21,15","22,21","28,03","26,93",Epidermolysis bullosa,,bezpłatny do limitu,"1,10"
326,Emplastri microfibricum cellulosae,"Kliniderm Foam Border Silicone 15x20 cm, opatrunek, 300 cm²",1 szt.,8715343014141,2022-07-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","28,19","29,60","36,54","35,91",Przewlekłe owrzodzenia,,30%,"11,40"
327,Emplastri microfibricum cellulosae,"Kliniderm Foam Border Silicone 15x20 cm, opatrunek, 300 cm²",1 szt.,8715343014141,2022-07-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","28,19","29,60","36,54","35,91",Epidermolysis bullosa,,bezpłatny do limitu,"0,63"
328,Emplastri microfibricum cellulosae,"Kliniderm Foam Border Silicone Heel 20x20,8 cm, opatrunek, 416 cm²",1 szt.,8715343025956,2022-09-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","39,09","41,04","49,64","49,64",Przewlekłe owrzodzenia,,30%,"14,89"
329,Emplastri microfibricum cellulosae,"Kliniderm Foam Border Silicone Heel 20x20,8 cm, opatrunek, 416 cm²",1 szt.,8715343025956,2022-09-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","39,09","41,04","49,64","49,64",Epidermolysis bullosa,,bezpłatny do limitu,"0,00"
330,Emplastri microfibricum cellulosae,"Kliniderm Foam Border Silicone Sacrum 22,5x22,5 cm, opatrunek, 506.25 cm²",1 szt.,8715343025987,2022-09-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","47,56","49,94","59,44","59,44",Przewlekłe owrzodzenia,,30%,"17,83"
331,Emplastri microfibricum cellulosae,"Kliniderm Foam Border Silicone Sacrum 22,5x22,5 cm, opatrunek, 506.25 cm²",1 szt.,8715343025987,2022-09-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","47,56","49,94","59,44","59,44",Epidermolysis bullosa,,bezpłatny do limitu,"0,00"
332,Emplastri microfibricum cellulosae,"Kliniderm Foam PHMB 10x10 cm, opatrunek, 100 cm²",1 szt.,8715343026847,2023-01-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","9,40","9,87","13,33","11,97",Przewlekłe owrzodzenia,,30%,"4,95"
333,Emplastri microfibricum cellulosae,"Kliniderm Foam PHMB 10x10 cm, opatrunek, 100 cm²",1 szt.,8715343026847,2023-01-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","9,40","9,87","13,33","11,97",Epidermolysis bullosa,,bezpłatny do limitu,"1,36"
334,Emplastri microfibricum cellulosae,"Kliniderm Foam PHMB 15x15 cm, opatrunek, 225 cm²",1 szt.,8715343026915,2023-01-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","21,15","22,21","28,03","26,93",Przewlekłe owrzodzenia,,30%,"9,18"
335,Emplastri microfibricum cellulosae,"Kliniderm Foam PHMB 15x15 cm, opatrunek, 225 cm²",1 szt.,8715343026915,2023-01-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","21,15","22,21","28,03","26,93",Epidermolysis bullosa,,bezpłatny do limitu,"1,10"
336,Emplastri microfibricum cellulosae,"Kliniderm Foam PHMB 20x20 cm, opatrunek, 400 cm²",1 szt.,8715343026977,2023-01-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","37,58","39,46","47,88","47,88",Przewlekłe owrzodzenia,,30%,"14,36"
337,Emplastri microfibricum cellulosae,"Kliniderm Foam PHMB 20x20 cm, opatrunek, 400 cm²",1 szt.,8715343026977,2023-01-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","37,58","39,46","47,88","47,88",Epidermolysis bullosa,,bezpłatny do limitu,"0,00"
338,Emplastri microfibricum cellulosae,"Kliniderm Foam Silicone 10x10 cm, opatrunek, 100 cm²",1 szt.,8715343013762,2022-09-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","9,40","9,87","13,33","11,97",Przewlekłe owrzodzenia,,30%,"4,95"
339,Emplastri microfibricum cellulosae,"Kliniderm Foam Silicone 10x10 cm, opatrunek, 100 cm²",1 szt.,8715343013762,2022-09-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","9,40","9,87","13,33","11,97",Epidermolysis bullosa,,bezpłatny do limitu,"1,36"
340,Emplastri microfibricum cellulosae,"Kliniderm Foam Silicone 15x15 cm, opatrunek, 225 cm²",1 szt.,8715343013793,2022-09-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","21,15","22,21","28,03","26,93",Przewlekłe owrzodzenia,,30%,"9,18"
341,Emplastri microfibricum cellulosae,"Kliniderm Foam Silicone 15x15 cm, opatrunek, 225 cm²",1 szt.,8715343013793,2022-09-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","21,15","22,21","28,03","26,93",Epidermolysis bullosa,,bezpłatny do limitu,"1,10"
342,Emplastri microfibricum cellulosae,"Kliniderm Foam Silicone 20x20 cm, opatrunek, 400 cm²",1 szt.,8715343013878,2022-09-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","37,58","39,46","47,88","47,88",Przewlekłe owrzodzenia,,30%,"14,36"
343,Emplastri microfibricum cellulosae,"Kliniderm Foam Silicone 20x20 cm, opatrunek, 400 cm²",1 szt.,8715343013878,2022-09-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","37,58","39,46","47,88","47,88",Epidermolysis bullosa,,bezpłatny do limitu,"0,00"
344,Emplastri microfibricum cellulosae,"Kliniderm Foam Silicone Heel 10x17,5 cm, opatrunek, 175 cm²",1 szt.,8715343025895,2022-09-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","16,45","17,27","22,22","20,95",Przewlekłe owrzodzenia,,30%,"7,56"
345,Emplastri microfibricum cellulosae,"Kliniderm Foam Silicone Heel 10x17,5 cm, opatrunek, 175 cm²",1 szt.,8715343025895,2022-09-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","16,45","17,27","22,22","20,95",Epidermolysis bullosa,,bezpłatny do limitu,"1,27"
346,Emplastri microfibricum cellulosae,"Kliniderm Lite Foam Silicone 10x10 cm, opatrunek, 100 cm²",1 szt.,8715343019184,2022-07-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","9,40","9,87","13,33","11,97",Przewlekłe owrzodzenia,,30%,"4,95"
347,Emplastri microfibricum cellulosae,"Kliniderm Lite Foam Silicone 10x10 cm, opatrunek, 100 cm²",1 szt.,8715343019184,2022-07-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","9,40","9,87","13,33","11,97",Epidermolysis bullosa,,bezpłatny do limitu,"1,36"
348,Emplastri microfibricum cellulosae,"Kliniderm Lite Foam Silicone 15x15 cm, opatrunek, 225 cm²",1 szt.,8715343019214,2022-09-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","21,15","22,21","28,03","26,93",Przewlekłe owrzodzenia,,30%,"9,18"
349,Emplastri microfibricum cellulosae,"Kliniderm Lite Foam Silicone 15x15 cm, opatrunek, 225 cm²",1 szt.,8715343019214,2022-09-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","21,15","22,21","28,03","26,93",Epidermolysis bullosa,,bezpłatny do limitu,"1,10"
350,Emplastri microfibricum cellulosae,"Kliniderm Lite Foam Silicone 20X50 cm, opatrunek, 1000 cm²",1 szt.,8715343019269,2022-09-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","93,96","98,66","112,09","112,09",Przewlekłe owrzodzenia,,30%,"33,63"
351,Emplastri microfibricum cellulosae,"Kliniderm Lite Foam Silicone 20X50 cm, opatrunek, 1000 cm²",1 szt.,8715343019269,2022-09-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","93,96","98,66","112,09","112,09",Epidermolysis bullosa,,bezpłatny do limitu,"0,00"
352,Emplastri microfibricum cellulosae,"Kliniderm Lite Foam Silicone 6x8,5 cm, opatrunek, 51 cm²",1 szt.,8715343019153,2022-07-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","4,80","5,04","7,05","6,10",Przewlekłe owrzodzenia,,30%,"2,78"
353,Emplastri microfibricum cellulosae,"Kliniderm Lite Foam Silicone 6x8,5 cm, opatrunek, 51 cm²",1 szt.,8715343019153,2022-07-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","4,80","5,04","7,05","6,10",Epidermolysis bullosa,,bezpłatny do limitu,"0,95"
354,Emplastri microfibricum cellulosae,"Kliniderm Lite Foam Silicone Border 10x10 cm, opatrunek, 100 cm²",1 szt.,8715343019405,2022-09-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","9,40","9,87","13,33","11,97",Przewlekłe owrzodzenia,,30%,"4,95"
355,Emplastri microfibricum cellulosae,"Kliniderm Lite Foam Silicone Border 10x10 cm, opatrunek, 100 cm²",1 szt.,8715343019405,2022-09-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","9,40","9,87","13,33","11,97",Epidermolysis bullosa,,bezpłatny do limitu,"1,36"
356,Emplastri microfibricum cellulosae,"Kliniderm Lite Foam Silicone Border 15x15 cm, opatrunek, 225 cm²",1 szt.,8715343019450,2022-09-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","21,15","22,21","28,03","26,93",Przewlekłe owrzodzenia,,30%,"9,18"
357,Emplastri microfibricum cellulosae,"Kliniderm Lite Foam Silicone Border 15x15 cm, opatrunek, 225 cm²",1 szt.,8715343019450,2022-09-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","21,15","22,21","28,03","26,93",Epidermolysis bullosa,,bezpłatny do limitu,"1,10"
358,Emplastri microfibricum cellulosae,"Kliniderm Lite Foam Silicone Border 7,5x7,5 cm, opatrunek, 56.25 cm²",1 szt.,8715343019375,2022-09-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","5,28","5,54","7,71","6,73",Przewlekłe owrzodzenia,,30%,"3,00"
359,Emplastri microfibricum cellulosae,"Kliniderm Lite Foam Silicone Border 7,5x7,5 cm, opatrunek, 56.25 cm²",1 szt.,8715343019375,2022-09-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","5,28","5,54","7,71","6,73",Epidermolysis bullosa,,bezpłatny do limitu,"0,98"
360,Emplastri microfibricum cellulosae,"Kliniderm Superabsorbent 10x10 cm, opatrunek, 100 cm²",1 szt.,8715343067321,2022-07-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","8,10","8,51","11,97","11,97",Przewlekłe owrzodzenia,,30%,"3,59"
361,Emplastri microfibricum cellulosae,"Kliniderm Superabsorbent 10x15 cm, opatrunek, 150 cm²",1 szt.,8715343067338,2022-07-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","12,15","12,76","17,21","17,21",Przewlekłe owrzodzenia,,30%,"5,16"
362,Emplastri microfibricum cellulosae,"Kliniderm Superabsorbent 10x20 cm, opatrunek, 200 cm²",1 szt.,8715343066157,2022-07-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","16,20","17,01","22,46","22,46",Przewlekłe owrzodzenia,,30%,"6,74"
363,Emplastri microfibricum cellulosae,"Kliniderm Superabsorbent 20x20 cm, opatrunek, 400 cm²",1 szt.,8715343067307,2022-07-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","32,40","34,02","42,44","42,44",Przewlekłe owrzodzenia,,30%,"12,73"
364,Emplastri microfibricum cellulosae,"Kliniderm Superabsorbent 20x30 cm, opatrunek, 600 cm²",1 szt.,8715343067314,2022-07-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","47,95","50,35","60,77","60,77",Przewlekłe owrzodzenia,,30%,"18,23"
365,Emplastri microfibricum cellulosae,"Kliniderm Superabsorbent 20x40 cm, opatrunek, 800 cm²",1 szt.,8715343048290,2022-07-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","63,94","67,14","79,53","79,53",Przewlekłe owrzodzenia,,30%,"23,86"
366,Emplastri microfibricum cellulosae,"Mepilex 10x21 cm, opatrunek, 210 cm²",1 szt.,7332430504999,2022-11-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","21,11","22,17","27,78","25,14",Przewlekłe owrzodzenia,,30%,"10,18"
367,Emplastri microfibricum cellulosae,"Mepilex 10x21 cm, opatrunek, 210 cm²",1 szt.,7332430504999,2022-11-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","21,11","22,17","27,78","25,14",Epidermolysis bullosa,,bezpłatny do limitu,"2,64"
368,Emplastri microfibricum cellulosae,"Mepilex 12,5x12,5 cm, opatrunek, 156.25 cm²",1 szt.,7332430446459,2022-11-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","16,96","17,81","22,39","18,70",Przewlekłe owrzodzenia,,30%,"9,30"
369,Emplastri microfibricum cellulosae,"Mepilex 12,5x12,5 cm, opatrunek, 156.25 cm²",1 szt.,7332430446459,2022-11-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","16,96","17,81","22,39","18,70",Epidermolysis bullosa,,bezpłatny do limitu,"3,69"
370,Emplastri microfibricum cellulosae,"Mepilex 17,5x17,5 cm, opatrunek, 306.25 cm²",1 szt.,7332430505019,2022-11-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","32,18","33,79","40,82","36,66",Przewlekłe owrzodzenia,,30%,"15,16"
371,Emplastri microfibricum cellulosae,"Mepilex 17,5x17,5 cm, opatrunek, 306.25 cm²",1 szt.,7332430505019,2022-11-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","32,18","33,79","40,82","36,66",Epidermolysis bullosa,,bezpłatny do limitu,"4,16"
372,Emplastri microfibricum cellulosae,"Mepilex 20x50 cm, opatrunek, 1000 cm²",1 szt.,7332551306441,2022-11-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","105,08","110,33","123,76","119,70",Przewlekłe owrzodzenia,,30%,"39,97"
373,Emplastri microfibricum cellulosae,"Mepilex 20x50 cm, opatrunek, 1000 cm²",1 szt.,7332551306441,2022-11-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","105,08","110,33","123,76","119,70",Epidermolysis bullosa,,bezpłatny do limitu,"4,06"
374,Emplastri microfibricum cellulosae,"Mepilex Border Flex Lite 10x10 cm, opatrunek, 100 cm²",1 szt.,7323190249473,2023-03-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","9,40","9,87","13,33","11,97",Przewlekłe owrzodzenia,,30%,"4,95"
375,Emplastri microfibricum cellulosae,"Mepilex Border Flex Lite 10x10 cm, opatrunek, 100 cm²",1 szt.,7323190249473,2023-03-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","9,40","9,87","13,33","11,97",Epidermolysis bullosa,,bezpłatny do limitu,"1,36"
376,Emplastri microfibricum cellulosae,"Mepilex Border Flex Lite 15x15 cm, opatrunek, 225 cm²",1 szt.,7323190249497,2023-03-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","21,14","22,20","28,03","26,93",Przewlekłe owrzodzenia,,30%,"9,18"
377,Emplastri microfibricum cellulosae,"Mepilex Border Flex Lite 15x15 cm, opatrunek, 225 cm²",1 szt.,7323190249497,2023-03-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","21,14","22,20","28,03","26,93",Epidermolysis bullosa,,bezpłatny do limitu,"1,10"
378,Emplastri microfibricum cellulosae,"Mepilex Border Flex Lite 7,5x7,5 cm, opatrunek, 56.25 cm²",1 szt.,7323190249459,2023-03-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","5,28","5,54","7,71","6,73",Przewlekłe owrzodzenia,,30%,"3,00"
379,Emplastri microfibricum cellulosae,"Mepilex Border Flex Lite 7,5x7,5 cm, opatrunek, 56.25 cm²",1 szt.,7323190249459,2023-03-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","5,28","5,54","7,71","6,73",Epidermolysis bullosa,,bezpłatny do limitu,"0,98"
380,Emplastri microfibricum cellulosae,"Mepilex EM 12,5x12,5 cm, opatrunek, 156.25 cm²",1 szt.,7332430666598,2022-11-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","16,96","17,81","22,39","18,70",Przewlekłe owrzodzenia,,30%,"9,30"
381,Emplastri microfibricum cellulosae,"Mepilex EM 12,5x12,5 cm, opatrunek, 156.25 cm²",1 szt.,7332430666598,2022-11-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","16,96","17,81","22,39","18,70",Epidermolysis bullosa,,bezpłatny do limitu,"3,69"
382,Emplastri microfibricum cellulosae,"Mepilex EM 17,5x17,5 cm, opatrunek, 306.25 cm²",1 szt.,7332430666642,2022-11-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","29,11","30,57","37,60","36,66",Przewlekłe owrzodzenia,,30%,"11,94"
383,Emplastri microfibricum cellulosae,"Mepilex EM 17,5x17,5 cm, opatrunek, 306.25 cm²",1 szt.,7332430666642,2022-11-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","29,11","30,57","37,60","36,66",Epidermolysis bullosa,,bezpłatny do limitu,"0,94"
384,Emplastri microfibricum cellulosae,"Mepilex EM 7,5x8,5 cm, opatrunek, 63.75 cm²",1 szt.,7332430666505,2022-11-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","7,61","7,99","10,38","7,63",Przewlekłe owrzodzenia,,30%,"5,04"
385,Emplastri microfibricum cellulosae,"Mepilex EM 7,5x8,5 cm, opatrunek, 63.75 cm²",1 szt.,7332430666505,2022-11-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","7,61","7,99","10,38","7,63",Epidermolysis bullosa,,bezpłatny do limitu,"2,75"
386,Emplastri microfibricum cellulosae,"Mepilex Talon 13X21 cm, opatrunek, 273 cm²",1 szt.,7332430727572,2022-11-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","21,98","23,08","29,62","29,62",Przewlekłe owrzodzenia,,30%,"8,89"
387,Emplastri microfibricum cellulosae,"Mepilex Talon 13X21 cm, opatrunek, 273 cm²",1 szt.,7332430727572,2022-11-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","21,98","23,08","29,62","29,62",Epidermolysis bullosa,,bezpłatny do limitu,"0,00"
388,Emplastri microfibricum cellulosae,"Mepilex Transfer 15x20 cm, opatrunek jałowy, 300 cm²",1 szt.,7332430008800,2022-11-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","43,20","45,36","52,30","35,91",Przewlekłe owrzodzenia,,30%,"27,16"
389,Emplastri microfibricum cellulosae,"Mepilex Transfer 15x20 cm, opatrunek jałowy, 300 cm²",1 szt.,7332430008800,2022-11-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","43,20","45,36","52,30","35,91",Epidermolysis bullosa,,bezpłatny do limitu,"16,39"
390,Emplastri microfibricum cellulosae,"Mepitel 7,5x10 cm, opatrunek jałowy, 75 cm²",1 szt.,7310792907108,2022-11-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","8,59","9,02","11,74","8,98",Przewlekłe owrzodzenia,,30%,"5,45"
391,Emplastri microfibricum cellulosae,"Mepitel 7,5x10 cm, opatrunek jałowy, 75 cm²",1 szt.,7310792907108,2022-11-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","8,59","9,02","11,74","8,98",Epidermolysis bullosa,,bezpłatny do limitu,"2,76"
392,Emplastri microfibricum cellulosae,"Mextra Superabsorbent 10x10 cm, opatrunek specjalistyczny, 100 cm²",1 szt.,7323190179527,2021-09-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","8,64","9,07","12,53","11,97",Przewlekłe owrzodzenia,,30%,"4,15"
393,Emplastri microfibricum cellulosae,"Mextra Superabsorbent 10x10 cm, opatrunek specjalistyczny, 100 cm²",1 szt.,7323190179527,2021-09-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","8,64","9,07","12,53","11,97",Epidermolysis bullosa,,bezpłatny do limitu,"0,56"
394,Emplastri microfibricum cellulosae,"Mextra Superabsorbent 12,5x17,5 cm, opatrunek specjalistyczny, 218.75 cm²",1 szt.,7323190179428,2022-01-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","18,33","19,25","24,99","24,99",Przewlekłe owrzodzenia,,30%,"7,50"
395,Emplastri microfibricum cellulosae,"Mextra Superabsorbent 17,5x22,5 cm, opatrunek specjalistyczny, 393.75 cm²",1 szt.,7323190179442,2022-01-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","28,05","29,45","37,78","37,78",Przewlekłe owrzodzenia,,30%,"11,33"
396,Emplastri microfibricum cellulosae,"UrgoClean 10x10 cm, opatrunek na rany, 100 cm2",1 szt.,3546895520270,2022-05-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","9,83","10,32","13,78","11,97",Przewlekłe owrzodzenia,,30%,"5,40"
397,Emplastri microfibricum cellulosae,"UrgoClean 15x15 cm, opatrunek na rany, 225 cm2",1 szt.,3546895520287,2022-05-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","22,12","23,23","29,06","26,93",Przewlekłe owrzodzenia,,30%,"10,21"
398,Emplastri microfibricum cellulosae,"UrgoClean 15x20 cm, opatrunek na rany, 300 cm2",1 szt.,3546895520294,2022-05-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","29,48","30,95","37,89","35,91",Przewlekłe owrzodzenia,,30%,"12,75"
399,Emplastri microfibricum cellulosae,"UrgoClean 6x6 cm, opatrunek na rany, 36 cm2",1 szt.,3546895520263,2022-05-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","3,54","3,72","5,14","4,31",Przewlekłe owrzodzenia,,30%,"2,12"
400,Emplastri microfibricum cellulosae,"UrgoClean ROPE 40x5 cm, opatrunek na rany, 200 cm2",1 szt.,3546895520300,2022-05-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","19,66","20,64","26,09","23,94",Przewlekłe owrzodzenia,,30%,"9,33"
401,Emplastri microfibricum cellulosae,"UrgoTul 10x12 cm, opatrunek na rany, 120 cm²",1 szt.,3546895518048,2022-07-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","11,40","11,97","15,84","14,36",Przewlekłe owrzodzenia,,30%,"5,79"
402,Emplastri microfibricum cellulosae,"UrgoTul 10x12 cm, opatrunek na rany, 120 cm²",1 szt.,3546895518048,2022-07-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","11,40","11,97","15,84","14,36",Epidermolysis bullosa,,bezpłatny do limitu,"1,48"
403,Emplastri microfibricum cellulosae,"UrgoTul 15x20 cm, opatrunek na rany, 300 cm²",1 szt.,3546895518055,2022-07-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","28,62","30,05","36,99","35,91",Przewlekłe owrzodzenia,,30%,"11,85"
404,Emplastri microfibricum cellulosae,"UrgoTul 15x20 cm, opatrunek na rany, 300 cm²",1 szt.,3546895518055,2022-07-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","28,62","30,05","36,99","35,91",Epidermolysis bullosa,,bezpłatny do limitu,"1,08"
405,Emplastri microfibricum cellulosae,"UrgoTul 20x30 cm, opatrunek na rany, 600 cm²",1 szt.,3546895518062,2022-07-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","57,24","60,10","70,52","70,52",Przewlekłe owrzodzenia,,30%,"21,16"
406,Emplastri microfibricum cellulosae,"UrgoTul 20x30 cm, opatrunek na rany, 600 cm²",1 szt.,3546895518062,2022-07-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","57,24","60,10","70,52","70,52",Epidermolysis bullosa,,bezpłatny do limitu,"0,00"
407,Emplastri microfibricum cellulosae,"UrgoTul Absorb 10x10 cm, opatrunek na rany, 100 cm²",1 szt.,3546895518079,2022-07-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","9,50","9,98","13,44","11,97",Przewlekłe owrzodzenia,,30%,"5,06"
408,Emplastri microfibricum cellulosae,"UrgoTul Absorb 15x20 cm, opatrunek na rany, 300 cm²",1 szt.,3546895518086,2022-07-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","28,51","29,94","36,88","35,91",Przewlekłe owrzodzenia,,30%,"11,74"
409,Emplastri microfibricum cellulosae,"UrgoTul Absorb 15x20 cm, opatrunek na rany, 300 cm²",1 szt.,3546895518086,2022-07-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","28,51","29,94","36,88","35,91",Epidermolysis bullosa,,bezpłatny do limitu,"0,97"
410,Emplastri microfibricum cellulosae,"UrgoTul Absorb Border 10x10 cm, opatrunek na rany, 100 cm²",1 szt.,3546895518116,2022-07-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","9,50","9,98","13,44","11,97",Przewlekłe owrzodzenia,,30%,"5,06"
411,Emplastri microfibricum cellulosae,"UrgoTul Absorb Border 13x13 cm, opatrunek na rany, 169 cm²",1 szt.,3546895518123,2022-07-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","16,06","16,86","21,70","20,23",Przewlekłe owrzodzenia,,30%,"7,54"
412,Emplastri microfibricum cellulosae,"UrgoTul Absorb Border 15x20 cm, opatrunek na rany, 300 cm²",1 szt.,3546895518130,2022-07-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","28,51","29,94","36,88","35,91",Przewlekłe owrzodzenia,,30%,"11,74"
413,Emplastri microfibricum cellulosae,"UrgoTul Absorb Border 8x8 cm, opatrunek na rany, 64 cm²",1 szt.,3546895518109,2022-07-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","6,08","6,38","8,77","7,66",Przewlekłe owrzodzenia,,30%,"3,41"
