LP,Substancja czynna,Nazwa  postać i dawka leku,Zawartość opakowania,Numer GTIN lub inny kod jednoznacznie identyfikujący produkt,Termin wejścia w życie decyzji,Okres obowiązywania decyzji,Grupa limitowa,Urzędowa cena zbytu,Cena hurtowa brutto,Wysokość limitu finansowania,Oznaczenie załącznika zawierającego zakres wskazań objętych refundacją  wg ICD 10 ,Poziom odpłatności,Wysokość dopłaty świadczeniobiorcy
420,Vinorelbinum,"Navelbine, koncentrat do sporządzania roztworu do infuzji, 10 mg/ml",10 amp. 5 ml,05909990173624,2022-01-01,3 lata,"1042.1, Vinorelbinum inj","2434,32","2556,04","2556,04",C.63.,bezpłatny,0
418,Vinorelbinum,"Navelbine, kaps. miękkie, 20 mg",1 szt.,05909990945016,2022-07-01,3 lata,"1042.2, Vinorelbinum p.o.","169,35","177,82","132,00",C.63.,bezpłatny,0
419,Vinorelbinum,"Navelbine, kaps. miękkie, 30 mg",1 szt.,05909990945115,2022-07-01,3 lata,"1042.2, Vinorelbinum p.o.","254,03","266,73","198,00",C.63.,bezpłatny,0
423,Vinorelbinum,"Navirel, koncentrat do sporządzania roztworu do infuzji, 10 mg/ml",10 fiol.po 1 ml,05909990573325,2022-01-01,3 lata,"1042.1, Vinorelbinum inj","216,00","226,80","226,80",C.63.,bezpłatny,0
422,Vinorelbinum,"Navirel, koncentrat do sporządzania roztworu do infuzji, 10 mg/ml",10 fiol.po 5 ml,05909990573349,2022-01-01,3 lata,"1042.1, Vinorelbinum inj","1080,00","1134,00","1134,00",C.63.,bezpłatny,0
424,Vinorelbinum,"Neocitec, koncentrat do sporządzania roztworu do infuzji, 10 mg/ml",1 fiol.a 1 ml,05909990668045,2021-07-01,3 lata,"1042.1, Vinorelbinum inj","32,40","34,02","34,02",C.63.,bezpłatny,0
425,Vinorelbinum,"Neocitec, koncentrat do sporządzania roztworu do infuzji, 10 mg/ml",1 fiol.a 5 ml,05909990668052,2021-07-01,3 lata,"1042.1, Vinorelbinum inj","162,00","170,10","170,10",C.63.,bezpłatny,0
427,Vinorelbinum,"Vinorelbine Accord, koncentrat do sporządzania roztworu do infuzji, 10 mg/ml",1 fiol. 1 ml,05909991314439,2022-09-01,3 lata,"1042.1, Vinorelbinum inj","21,60","22,68","22,68",C.63.,bezpłatny,0
426,Vinorelbinum,"Vinorelbine Accord, koncentrat do sporządzania roztworu do infuzji, 10 mg/ml",1 fiol. 5 ml,05909991314446,2022-09-01,3 lata,"1042.1, Vinorelbinum inj","108,00","113,40","113,40",C.63.,bezpłatny,0
428,Vinorelbinum,"Vinorelbine Alvogen/Vinorelbine Zentiva , kaps. miękkie, 20 mg",1 kaps.,05909991402365,2022-09-01,3 lata,"1042.2, Vinorelbinum p.o.","125,71","132,00","132,00",C.63.,bezpłatny,0
429,Vinorelbinum,"Vinorelbine Alvogen/Vinorelbine Zentiva , kaps. miękkie, 30 mg",1 kaps.,05909991402389,2022-09-01,3 lata,"1042.2, Vinorelbinum p.o.","188,57","198,00","198,00",C.63.,bezpłatny,0
430,Vinorelbinum,"Vinorelbine Alvogen/Vinorelbine Zentiva , kaps. miękkie, 80 mg",1 kaps.,05909991402402,2022-09-01,3 lata,"1042.2, Vinorelbinum p.o.","502,85","527,99","527,99",C.63.,bezpłatny,0
431,Voriconazolum,"Voriconazol Polpharma, tabl. powl., 200 mg",20 szt.,05909991063177,2022-09-01,3 lata,"1125.1 , Leki p-grzybicze - pochodne triazolu - worykonazol","135,79","142,58","124,74",C.0.15.,bezpłatny,0
432,Voriconazolum,"Voriconazole Accord, tabl. powl., 200 mg",30 szt.,05055565731536,2021-01-01,3 lata,"1125.1 , Leki p-grzybicze - pochodne triazolu - worykonazol","178,20","187,11","187,11",C.0.15.,bezpłatny,0
