LP,Substancja czynna,Nazwa  postać i dawka,Zawartość opakowania,Numer GTIN lub inny kod jednoznacznie identyfikujący produkt,Termin wejścia w życie decyzji,Okres obowiązywania decyzji,Grupa limitowa,Urzędowa cena zbytu,Cena hurtowa brutto,Cena detaliczna,Wysokość limitu finansowania,Zakres wskazań objętych refundacją,Zakres wskazań pozarejestracyjnych objętych refundacją,Poziom odpłatności,Wysokość dopłaty świadczeniobiorcy
71,Adrenalinum,"Adrenalina WZF, roztwór do wstrzykiwań, 300 μg/0,3 ml",1 amp.-strz.po 1 ml,05909991069711,2022-07-01,3 lata,"32.1, Leki stosowane doraźnie w nagłych przypadkach anafilaksji - leki adrenergiczne i dopaminergiczne - epinefryna - do podawania pozajelitowego","44,28","46,49","55,64","55,64","Leczenie doraźne w nagłych przypadkach ostrych reakcji alergicznych (anafilaksji), wywołanych przez pokarmy, leki, ukąszenia i użądlenia owadów oraz inne alergeny, jak również w przypadku anafilaksji samoistnej",,50%,"27,82"
72,Agomelatinum,"Agolek, tabl. powl., 25 mg",28 szt.,05909991388768,2021-07-01,3 lata,"225.1, Leki przeciwdepresyjne - agomelatyna","50,65","53,18","62,81","60,67","Leczenie dużych epizodów depresyjnych u dorosłych z widocznymi w obrazie klinicznym objawami zaburzeń snu lub lęku, lub anhedonii",,30%,"20,34"
73,Agomelatinum,"Agomelatine +pharma, tabl. powl., 25 mg",30 szt.,05901720140494,2021-07-01,3 lata,"225.1, Leki przeciwdepresyjne - agomelatyna","52,38","55,00","65,00","65,00","Leczenie dużych epizodów depresyjnych u dorosłych z widocznymi w obrazie klinicznym objawami zaburzeń snu lub lęku, lub anhedonii",,30%,"19,50"
74,Agomelatinum,"Agomelatine Adamed, tabl. powl., 25 mg",28 szt.,05909991387266,2021-07-01,3 lata,"225.1, Leki przeciwdepresyjne - agomelatyna","51,30","53,87","63,50","60,67","Leczenie dużych epizodów depresyjnych u dorosłych z widocznymi w obrazie klinicznym objawami zaburzeń snu lub lęku, lub anhedonii",,30%,"21,03"
75,Agomelatinum,"Agomelatine G.L. Pharma, tabl. powl., 25 mg",28 szt.,09008732009293,2022-03-01,3 lata,"225.1, Leki przeciwdepresyjne - agomelatyna","48,60","51,03","60,66","60,66","Leczenie dużych epizodów depresyjnych u dorosłych z widocznymi w obrazie klinicznym objawami zaburzeń snu lub lęku, lub anhedonii",,30%,"18,20"
76,Agomelatinum,"Agomelatyna Egis, tabl. powl., 25 mg",28 szt.,05995327174952,2021-09-01,3 lata,"225.1, Leki przeciwdepresyjne - agomelatyna","49,63","52,11","61,74","60,67","Leczenie dużych epizodów depresyjnych u dorosłych z widocznymi w obrazie klinicznym objawami zaburzeń snu lub lęku, lub anhedonii",,30%,"19,27"
77,Agomelatinum,"Lamegom, tabl. powl., 25 mg",28 szt.,03838989699352,2021-05-01,3 lata,"225.1, Leki przeciwdepresyjne - agomelatyna","49,39","51,86","61,49","60,67","Leczenie dużych epizodów depresyjnych u dorosłych z widocznymi w obrazie klinicznym objawami zaburzeń snu lub lęku, lub anhedonii",,30%,"19,02"
78,Agomelatinum,"Sedival, tabl. powl., 25 mg",28 szt.,05909991419172,2020-09-01,3 lata,"225.1, Leki przeciwdepresyjne - agomelatyna","49,68","52,16","61,79","60,67","Leczenie dużych epizodów depresyjnych u dorosłych z widocznymi w obrazie klinicznym objawami zaburzeń snu lub lęku, lub anhedonii",,30%,"19,32"
79,Agomelatinum,"Symago, tabl. powl., 25 mg",28 szt.,05909991391423,2021-07-01,3 lata,"225.1, Leki przeciwdepresyjne - agomelatyna","49,39","51,86","61,49","60,67","Leczenie dużych epizodów depresyjnych u dorosłych z widocznymi w obrazie klinicznym objawami zaburzeń snu lub lęku, lub anhedonii",,30%,"19,02"
80,Alergeny kurzu domowego,"Novo-Helisen Depot, zawiesina do wstrzykiwań, stężenie: 1 - 50 TU/ml lub 50 PNU/ml; 2 - 500 TU/ml lub 500 PNU/ml; 3 - 5000 TU/ml lub 5000 PNU/ml","3 fiol.po 4,5 ml (stężenia 1-3)",05909990001118,2022-01-01,3 lata,"214.1, Alergeny kurzu domowego","357,39","375,26","403,81","403,81",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,ryczałt,"19,41"
81,Alfuzosini hydrochloridum,"Alfabax, tabl. o przedłużonym uwalnianiu, 10 mg",30 szt. (3 blist.po 10 szt.),05909990746576,2022-05-01,3 lata,"76.0, Leki stosowane w leczeniu łagodnego przerostu gruczołu krokowego - blokujące receptory alfa-adrenergiczne","19,44","20,41","25,68","24,64",Przerost gruczołu krokowego,,ryczałt,"5,31"
82,Alfuzosini hydrochloridum,"Alfurion, tabl. o przedł. uwalnianiu, 10 mg",30 szt.,05909991291945,2022-03-01,3 lata,"76.0, Leki stosowane w leczeniu łagodnego przerostu gruczołu krokowego - blokujące receptory alfa-adrenergiczne","13,50","14,18","19,45","19,45",Przerost gruczołu krokowego,,ryczałt,"4,27"
83,Alfuzosini hydrochloridum,"Alfuzostad 10 mg, tabl. o przedłużonym uwalnianiu, 10 mg",30 szt.,05909990619580,2022-01-01,3 lata,"76.0, Leki stosowane w leczeniu łagodnego przerostu gruczołu krokowego - blokujące receptory alfa-adrenergiczne","17,97","18,87","24,14","24,14",Przerost gruczołu krokowego,,ryczałt,"4,27"
84,Alfuzosini hydrochloridum,"Dalfaz SR 5, tabl. powl. o przedłużonym uwalnianiu, 5 mg",20 szt.,05909990812714,2022-01-01,3 lata,"76.0, Leki stosowane w leczeniu łagodnego przerostu gruczołu krokowego - blokujące receptory alfa-adrenergiczne","9,13","9,59","11,98","8,21",Przerost gruczołu krokowego,,ryczałt,"6,97"
85,Alfuzosini hydrochloridum,"Dalfaz Uno, tabl. o przedłużonym uwalnianiu, 10 mg",30 szt. (blister),05909990837816,2022-01-01,3 lata,"76.0, Leki stosowane w leczeniu łagodnego przerostu gruczołu krokowego - blokujące receptory alfa-adrenergiczne","24,30","25,52","30,79","24,64",Przerost gruczołu krokowego,,ryczałt,"10,42"
86,Allopurinolum,"Allupol, tabl., 100 mg",50 szt.,05909990109418,2022-01-01,3 lata,"145.0, Leki stosowane w leczeniu dny","5,67","5,95","8,30","8,30",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,ryczałt,"3,20"
87,Allopurinolum,"Allupol, tabl., 300 mg",30 szt.,05909991316228,2022-07-01,3 lata,"145.0, Leki stosowane w leczeniu dny","10,58","11,11","14,83","14,83",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,ryczałt,"3,20"
88,Allopurinolum,"Argadopin, tabl., 100 mg",100 szt.,05907626706529,2021-03-01,3 lata,"145.0, Leki stosowane w leczeniu dny","11,02","11,57","15,54","15,54",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,ryczałt,"3,20"
89,Allopurinolum,"Argadopin, tabl., 100 mg",50 szt.,05907626706505,2021-03-01,3 lata,"145.0, Leki stosowane w leczeniu dny","5,51","5,79","8,14","8,14",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,ryczałt,"3,20"
90,Allopurinolum,"Argadopin, tabl., 300 mg",100 szt.,05907626706628,2021-03-01,3 lata,"145.0, Leki stosowane w leczeniu dny","33,05","34,70","42,75","42,75",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,ryczałt,"8,00"
91,Allopurinolum,"Argadopin, tabl., 300 mg",30 szt,05907626706604,2021-03-01,3 lata,"145.0, Leki stosowane w leczeniu dny","9,91","10,41","14,13","14,13",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,ryczałt,"3,20"
92,Allopurinolum,"Milurit, tabl., 100 mg",50 szt.,05909990163212,2022-01-01,3 lata,"145.0, Leki stosowane w leczeniu dny","5,88","6,17","8,52","8,52",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,ryczałt,"3,20"
93,Allopurinolum,"Milurit, tabl., 300 mg",30 szt.,05909990414819,2022-01-01,3 lata,"145.0, Leki stosowane w leczeniu dny","10,69","11,22","14,94","14,94",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,ryczałt,"3,20"
94,Amantadini hydrochloridum,"Viregyt-K, kaps., 100 mg",50 szt.,05909990320912,"2022-01-01  - dla kolumny M, 2023-01-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","169.0, Leki stosowane w chorobie Parkinsona - amantadyna","14,90","15,65","20,28","20,28",Choroba i zespół Parkinsona,dyskineza późna u osób dorosłych - leczenie,30%,"6,08"
95,Amiloridi hydrochloridum + Hydrochlorothiazidum,"Tialorid, tabl., 5+50 mg",50 tabl.,05909990206025,"2022-01-01  - dla kolumny M, <1>2022-03-01/<2>2022-11-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","36.0, Leki moczopędne - tiazydowe i sulfonamidowe","6,48","6,80","9,50","9,50",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,<1>przewlekła choroba nerek u dzieci do 18 roku życia; <2>moczówka nerkopochodna,30%,"2,85"
96,Amiloridi hydrochloridum + Hydrochlorothiazidum,"Tialorid mite, tabl., 2,5+25 mg",50 tabl.,05909990373819,"2022-01-01  - dla kolumny M, <1>2022-03-01/<2>2022-11-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","36.0, Leki moczopędne - tiazydowe i sulfonamidowe","5,94","6,24","7,71","5,11",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,<1>przewlekła choroba nerek u dzieci do 18 roku życia; <2>moczówka nerkopochodna,30%,"4,13"
97,Amiodaroni hydrochloridum,"Opacorden, tabl. powl., 200 mg",60 szt.,05909990086818,2022-01-01,3 lata,"31.0, Leki przeciwarytmiczne klasy III - amiodaron","20,27","21,28","26,97","26,97",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,ryczałt,"6,40"
98,Amisulpridum,"Amipryd, tabl., 100 mg",30 szt.,05909991412876,2020-11-01,3 lata,"178.11, Leki przeciwpsychotyczne - amisulpiryd","23,33","24,50","30,69","27,89",Schizofrenia,,ryczałt,"6,00"
99,Amisulpridum,"Amipryd, tabl., 200 mg",30 szt.,05909991412883,2020-11-01,3 lata,"178.11, Leki przeciwpsychotyczne - amisulpiryd","46,66","48,99","58,40","55,77",Schizofrenia,,ryczałt,"5,83"
100,Amisulpridum,"Amipryd, tabl., 400 mg",30 szt.,05909991412906,2020-11-01,3 lata,"178.11, Leki przeciwpsychotyczne - amisulpiryd","93,31","97,98","111,39","111,39",Schizofrenia,,ryczałt,"3,20"
101,Amisulpridum,"Amisan, tabl., 200 mg",30 szt.,05909990762965,2022-01-01,3 lata,"178.11, Leki przeciwpsychotyczne - amisulpiryd","44,01","46,21","55,62","55,62",Schizofrenia,,ryczałt,"3,20"
102,Amisulpridum,"Amisan , tabl., 200 mg",60 szt.,05909990762972,2021-09-01,3 lata,"178.11, Leki przeciwpsychotyczne - amisulpiryd","93,64","98,32","111,73","111,54",Schizofrenia,,ryczałt,"3,39"
103,Amisulpridum,"Amisan, tabl. powl., 400 mg",30 szt.,05909990762996,2022-01-01,3 lata,"178.11, Leki przeciwpsychotyczne - amisulpiryd","93,53","98,21","111,63","111,54",Schizofrenia,,ryczałt,"3,29"
104,Amisulpridum,"Amisan , tabl., 50 mg",60 szt.,05909990762880,2022-03-01,3 lata,"178.11, Leki przeciwpsychotyczne - amisulpiryd","23,65","24,83","31,01","27,89",Schizofrenia,,ryczałt,"6,32"
105,Amisulpridum,"ApoSuprid, tabl., 200 mg",30 szt.,05909991348557,2022-09-01,3 lata,"178.11, Leki przeciwpsychotyczne - amisulpiryd","46,73","49,07","58,49","55,77",Schizofrenia,,ryczałt,"5,92"
106,Amisulpridum,"ApoSuprid, tabl. powl., 400 mg",30 szt.,05909991348649,2022-09-01,3 lata,"178.11, Leki przeciwpsychotyczne - amisulpiryd","93,46","98,13","111,54","111,54",Schizofrenia,,ryczałt,"3,20"
107,Amisulpridum,"Solian, tabl., 100 mg",30 szt.,05909990840816,2022-03-01,3 lata,"178.11, Leki przeciwpsychotyczne - amisulpiryd","23,76","24,95","31,13","27,89",Schizofrenia,,ryczałt,"6,44"
108,Amisulpridum,"Solian, tabl. powl., 200 mg",30 szt.,05909990840915,2022-01-01,3 lata,"178.11, Leki przeciwpsychotyczne - amisulpiryd","47,47","49,84","59,25","55,77",Schizofrenia,,ryczałt,"6,68"
109,Amisulpridum,"Solian, tabl., 400 mg",30 szt.,05909991466114,2022-03-01,3 lata,"178.11, Leki przeciwpsychotyczne - amisulpiryd","90,61","95,14","108,55","108,55",Schizofrenia,,ryczałt,"3,20"
110,Amisulpridum,"Solian, tabl. powl., 400 mg",30 szt.,05909991471248,2022-09-01,3 lata,"178.11, Leki przeciwpsychotyczne - amisulpiryd","90,61","95,14","108,55","108,55",Schizofrenia,,ryczałt,"3,20"
111,Amisulpridum,"Solian, tabl., 400 mg",30 szt.,05909991452261,2021-11-01,3 lata,"178.11, Leki przeciwpsychotyczne - amisulpiryd","90,72","95,26","108,67","108,67",Schizofrenia,,ryczałt,"3,20"
112,Amisulpridum,"Solian, tabl. powl., 400 mg",30 szt.,05909990841011,2022-01-01,3 lata,"178.11, Leki przeciwpsychotyczne - amisulpiryd","94,93","99,68","113,09","111,54",Schizofrenia,,ryczałt,"4,75"
113,Amisulpridum,"Symamis, tabl., 200 mg",30 szt.,05909991410773,2023-03-01,3 lata,"178.11, Leki przeciwpsychotyczne - amisulpiryd","46,66","48,99","58,40","55,77",Schizofrenia,,ryczałt,"5,83"
114,Amisulpridum,"Symamis, tabl., 400 mg",30 szt.,05909991410803,2023-03-01,3 lata,"178.11, Leki przeciwpsychotyczne - amisulpiryd","93,31","97,98","111,39","111,39",Schizofrenia,,ryczałt,"3,20"
115,Amlodipini besilas,"ApoAmlo, tabl., 10 mg",30 szt.,05909991322885,"2022-09-01  - dla kolumny M, 2022-09-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","41.0, Antagoniści wapnia - pochodne dihydropirydyny","5,94","6,24","9,80","9,80",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,objaw Raynauda związany z twardziną układową - leczenie pierwszoliniowe,30%,"2,94"
116,Amlodipini besilas,"ApoAmlo, tabl., 5 mg",30 szt.,05909991322816,"2022-03-01  - dla kolumny M, 2022-03-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","41.0, Antagoniści wapnia - pochodne dihydropirydyny","3,02","3,17","5,23","5,23",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,objaw Raynauda związany z twardziną układową - leczenie pierwszoliniowe,30%,"1,57"
117,Amlodipinum,"Adipine, tabl., 10 mg",30 szt.,05909990642267,"2022-01-01  - dla kolumny M, 2022-05-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","41.0, Antagoniści wapnia - pochodne dihydropirydyny","8,53","8,96","12,52","12,52",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,objaw Raynauda związany z twardziną układową - leczenie pierwszoliniowe,30%,"3,76"
118,Amlodipinum,"Adipine, tabl., 5 mg",30 szt.,05909990642311,"2022-01-01  - dla kolumny M, 2022-05-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","41.0, Antagoniści wapnia - pochodne dihydropirydyny","5,08","5,33","7,39","7,20",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,objaw Raynauda związany z twardziną układową - leczenie pierwszoliniowe,30%,"2,35"
119,Amlodipinum,"Agen 10, tabl., 10 mg",30 szt.,05909991099022,"2022-01-01  - dla kolumny M, 2022-05-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","41.0, Antagoniści wapnia - pochodne dihydropirydyny","9,76","10,25","13,81","13,81",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,objaw Raynauda związany z twardziną układową - leczenie pierwszoliniowe,30%,"4,14"
120,Amlodipinum,"Agen 10, tabl., 10 mg",60 szt.,05909991436636,"2021-05-01  - dla kolumny M, 2021-05-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","41.0, Antagoniści wapnia - pochodne dihydropirydyny","16,42","17,24","22,83","22,83",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,objaw Raynauda związany z twardziną układową - leczenie pierwszoliniowe,30%,"6,85"
121,Amlodipinum,"Agen 10, tabl., 10 mg",60 szt.,05909991067540,"2022-07-01  - dla kolumny M, 2022-05-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","41.0, Antagoniści wapnia - pochodne dihydropirydyny","16,85","17,69","23,28","23,28",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,objaw Raynauda związany z twardziną układową - leczenie pierwszoliniowe,30%,"6,98"
122,Amlodipinum,"Agen 5, tabl., 5 mg",30 szt.,05909991098926,"2022-01-01  - dla kolumny M, 2022-05-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","41.0, Antagoniści wapnia - pochodne dihydropirydyny","4,90","5,15","7,20","7,20",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,objaw Raynauda związany z twardziną układową - leczenie pierwszoliniowe,30%,"2,16"
123,Amlodipinum,"Agen 5, tabl., 5 mg",60 szt.,05909991436759,"2021-05-01  - dla kolumny M, 2021-05-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","41.0, Antagoniści wapnia - pochodne dihydropirydyny","8,21","8,62","12,18","12,18",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,objaw Raynauda związany z twardziną układową - leczenie pierwszoliniowe,30%,"3,65"
124,Amlodipinum,"Agen 5, tabl., 5 mg",60 szt.,05909991067533,"2022-07-01  - dla kolumny M, 2022-05-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","41.0, Antagoniści wapnia - pochodne dihydropirydyny","8,42","8,84","12,41","12,41",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,objaw Raynauda związany z twardziną układową - leczenie pierwszoliniowe,30%,"3,72"
125,Amlodipinum,"Aldan, tabl., 10 mg",30 szt. (3 blist.po 10 szt.),05909991008734,"2022-01-01  - dla kolumny M, 2022-05-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","41.0, Antagoniści wapnia - pochodne dihydropirydyny","10,69","11,22","14,78","14,40",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,objaw Raynauda związany z twardziną układową - leczenie pierwszoliniowe,30%,"4,70"
126,Amlodipinum,"Aldan, tabl., 5 mg",30 szt. (3 blist.po 10 szt.),05909991008635,"2022-01-01  - dla kolumny M, 2022-05-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","41.0, Antagoniści wapnia - pochodne dihydropirydyny","5,51","5,79","7,84","7,20",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,objaw Raynauda związany z twardziną układową - leczenie pierwszoliniowe,30%,"2,80"
127,Amlodipinum,"Alneta, tabl., 10 mg",30 szt.,05909991068073,"2022-03-01  - dla kolumny M, 2022-05-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","41.0, Antagoniści wapnia - pochodne dihydropirydyny","10,69","11,22","14,78","14,40",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,objaw Raynauda związany z twardziną układową - leczenie pierwszoliniowe,30%,"4,70"
128,Amlodipinum,"Alneta, tabl., 10 mg",60 szt.,05909991068097,"2021-05-01  - dla kolumny M, 2022-05-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","41.0, Antagoniści wapnia - pochodne dihydropirydyny","19,96","20,96","26,55","26,55",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,objaw Raynauda związany z twardziną układową - leczenie pierwszoliniowe,30%,"7,97"
129,Amlodipinum,"Alneta, tabl., 5 mg",30 szt.,05909991067977,"2022-03-01  - dla kolumny M, 2022-05-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","41.0, Antagoniści wapnia - pochodne dihydropirydyny","5,35","5,62","7,67","7,20",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,objaw Raynauda związany z twardziną układową - leczenie pierwszoliniowe,30%,"2,63"
130,Amlodipinum,"Alneta, tabl., 5 mg",60 szt.,05909991067991,"2021-05-01  - dla kolumny M, 2022-05-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","41.0, Antagoniści wapnia - pochodne dihydropirydyny","9,98","10,48","14,04","14,04",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,objaw Raynauda związany z twardziną układową - leczenie pierwszoliniowe,30%,"4,21"
131,Amlodipinum,"Amlodipine Bluefish, tabl., 10 mg",30 szt.,05909990800551,"2022-09-01  - dla kolumny M, 2022-05-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","41.0, Antagoniści wapnia - pochodne dihydropirydyny","6,03","6,33","9,89","9,89",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,objaw Raynauda związany z twardziną układową - leczenie pierwszoliniowe,30%,"2,97"
132,Amlodipinum,"Amlodipine Bluefish, tabl., 5 mg",30 szt.,05909990800469,"2022-09-01  - dla kolumny M, 2022-05-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","41.0, Antagoniści wapnia - pochodne dihydropirydyny","3,01","3,16","5,21","5,21",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,objaw Raynauda związany z twardziną układową - leczenie pierwszoliniowe,30%,"1,56"
